degree_id,course_id,course,done
147,7822, Participatory Design,yes
147,7823, Machine Learning in Bioinformatics,yes
147,7824, Field Deployments,yes
147,7825, Seminar in Health Informatics,yes
147,7826, Seminar in Bioinformatics,yes
147,7827, Systems and Protocol Security and Information Assurance,yes
147,7828, Seminar in Human-Computer Interaction,yes
147,7829," Management, Access, and Use of Big and Complex Data",yes
147,7830, Foundational Mathematics of Cybersecurity,yes
147,7831, Legal and Social Informatics of Security,yes
147,7832, Introduction to Cryptography,yes
147,7833, Cryptographic Protocols,yes
147,7834, Human Robot Interaction,yes
147,7835, Interaction Design Practice,yes
147,7836, Foundations of HCI,yes
147,7837, Interaction Design Methods,yes
147,7838, Experience Design,yes
147,7839," Music Information Representation, Search, and Retrieval",yes
147,7840, Music Information Processing: Symbolic,yes
147,7841, Music Information Processing: Audio,yes
147,7842, Introduction to Music Informatics,yes
147,7843, Advanced Prototyping,yes
147,7844, Ind Study in Bioinformatics,yes
147,7845, Ind Study in Chem Informatics,yes
147,7846, Ind St Human Computer Interaction,yes
147,7847, Meaning and Form in HCI,yes
147,7848, Technology Innovation,yes
147,7849, Design Strategy,yes
147,7850, Technology Entrepreneurship,yes
147,7851, Collective Intelligence,yes
147,7852, Introducing Cheminformatics,yes
147,7853, Computational Chemistry and Molecular Modeling,yes
147,7854, Programming for Chemical & Life Science Informatics,yes
147,7857, Bioinspired Computing,yes
147,7858, Artificial Life,yes
147,7859, Introduction to Virtual Heritage,yes
147,7860, Advanced Topics in Virtual Heritage,yes
147,7862, Topics in Informatics,yes
147,7863, Graduate Internship,yes
147,7864, Introduction to Complex Systems,yes
147,7865, Music Processing: Audio,yes
147,7866, Human Computer Interaction Design Theory,yes
147,7867, Social Foundations of Informatics,yes
147,7868, Network Science,yes
147,7869, Advanced Seminar I in Informatics,yes
147,7870, Mathematical and Logical Foundations of Informatics,yes
147,7871, Informatics in Life Sciences and Chemistry,yes
147,7872, Structural Bioinformatics,yes
147,7873, Computational Techniques in Comparative Genomics,yes
147,7874, Ethnography of Information,yes
147,7875, Seminar in Health Informatics I,yes
147,7876, Topics in Informatics,yes
147,7877, Thesis/Project Bioinformatics,yes
147,7878, Thesis/Project in Human-Computer Interaction,yes
147,7879, Research in Informatics,yes
147,7880, Independent Study in Informatics,yes
147,7881, Advanced Seminar II in Informatics,yes
147,7882, Informatics Research Rotation,yes
147,7883, Professional Practicum/Internship,yes
147,7884, Thesis Readings and Research,yes
147,7803, Thesis Research,yes
147,7804, Advanced Research,yes
149,7787, Introduction to Bioinformatics,yes
149,7792, Biological Database Management,yes
149,7793, Programming for Science Informatics,yes
149,7796, Seminar in Bioinformatics,yes
149,7785, Biomedical Informatics,yes
149,7786, Applied Statistical Methods for Biomedical Informatics,yes
149,7789, Machine Learning in Bioinformatics,yes
149,7791, Computational Methods for Biomedical Informatics,yes
149,7794, Biomedical Analytics,yes
149,7861, Next Generation Sequencing,yes
149,7795, Structural Bioinformatics,yes
149,7797, Genomic Data Analytics and Precision Medicine,yes
149,7799, Computational System Biology,yes
149,7800, Translational Bioinformatics Applications,yes
149,7790, Clinical Information Systems,yes
149,7798, Clinical Decision Support Systems,yes
149,13424,,yes
149,7802,Bioinformatics Thesis,yes
149,11394,,yes
149,7801,Bioinformatics Project,yes
149,10613,,yes
152,9339,Applied Linear Algebra,yes
152,9355,Applied Statistics I,yes
152,9358,Applied Statistics II,yes
152,3325,Communication and Data Science,yes
152,3825,Computer Programming,yes
152,10665,Data Analytics and Outcomes Improvement,yes
152,3832,Database Systems,yes
152,6538,Professional and Technical Writing,yes
152,2591,Project Management,yes
152,5911,Data Mining,yes
152,5912,Data Mining at Scale,yes
152,5915,Data Preprocessing and Visualization,yes
152,5924,Research Methods,yes
152,5965,Entrepreneurship for Data Scientists,yes
152,5936,Thesis,yes
152,5937,Practicum,yes
157,2523,Principles of Informatics,yes
157,2525,Introduction to Databases,yes
157,2528,Introduction to Business Analysis,yes
157,2529,Management Information Systems,yes
158,2531,Intro to Databases,yes
158,2521,Data Management and Analysis,yes
158,2522,Data Mining,yes
158,2524,Data Mining with Linear Models,yes
158,2526,Performance Evaluation of Computer Systems,yes
158,2527,Artificial Intelligence,yes
158,2530,Design and Analysis of Computer Algorithms,yes
158,7739,Web Mining for E-Commerce,yes
158,7740,Simulation and Modeling of Discrete Systems,yes
158,2405,Advanced Databases and Data Warehousing,yes
158,2406,Introduction to Bioinformatics,yes
158,4816,Legal Issues in Data Mining,yes
158,10857,Document-oriented DB,yes
158,4834,Statistical Data Analysis,yes
158,4835,Probability,yes
158,4809,Mathematical Statistics,yes
158,4817,Statistical Inference,yes
160,4829,Competing on Analytics using Technology,yes
160,4830,Economic and Financial Forecasting,yes
160,4831,Marketing Analytics,yes
160,4833,Introduction to Data Science and Business Analytics,yes
160,4836,Economic and Financial Forecasting,yes
160,4838,Health Economics,yes
160,4837,,yes
160,9370,Building Social Networks,yes
160,9371,Analytical Managers and Organizations,yes
160,9374,"Clouds, Platforms, and Networks ",yes
160,9429,Marketing Analytics,yes
160,10144,Innovation and Experimentation,yes
160,6116,Marketing Research and Analysis,yes
160,10209,"Business Intelligence, Analytics, and Visualization ",yes
160,11554,Financial Modeling,yes
160,6117,Business Forecasting,yes
160,6118,Financial Simulation,yes
160,9667,Optimization,yes
160,9668,High Tech Entrepreneurship,yes
160,9669,Digital Marketing,yes
160,10143,Brand Management,yes
160,10210,Strategy and Tactics of Pricing,yes
160,10208,Supply Chain Management,yes
162,10211, Managerial Statistics,yes
162,11549, Marketing Management,yes
162,11550, Data Management and SQL for Analytics,yes
162,11551, Managing with Analytics,yes
162,11552, Strategic Marketing,yes
162,11553, Marketing Research and Analysis,yes
162,10142, Customer Data Analysis and Relationship Marketing,yes
162,10212, Quantitative Analysis for Business,yes
162,10213, Intermediate Statistical Modeling for Business,yes
162,10214, Internship in Marketing Practice,yes
162,10287, Consumer and Buyer Behavior,yes
162,7126, Marketing Promotion and Communication,yes
162,7128," New Products: Planning, Developing and Marketing",yes
162,4390, International Marketing,yes
162,8236, Marketing of Services,yes
162,10153, E-Marketing,yes
162,10155, Startup Marketing in a New Economy,yes
162,10162, Special Topics in Marketing,yes
162,12167, Enhancing Creativity,yes
166,12168,Foundations of Data Science and Analytics,yes
166,10154,"Business Intelligence, Analytics and Strategic Decision Making",yes
166,10156,Statistics and Data Analysis,yes
166,10157,Strategic Analytics and Visualization for Big Data,yes
166,10158,Predictive Analytics,yes
166,10159,Data Quality and Governance,yes
166,10160,Analytics Strategy and Management,yes
166,10161,Project Management for Analytics,yes
166,10163,"Data Security, Privacy and Ethics",yes
166,10164,Marketing and Customer Analytics,yes
166,10165,Project Management for Analytics,yes
156,6909,Database Management Systems,yes
156,2841,Data Analysis and Forecasting,yes
156,12870,Foundation in Business Analytics,yes
156,12943,Data Mining and Predictive Analytics,yes
156,11164,Business Analytics Capstone,yes
156,5310,Fundamentals of Application Development,yes
156,1575,Systems and Analysis Design,yes
156,11384,Project Management,yes
156,5375,Data Visualization in Business,yes
156,8983,Marketing Analysis,yes
156,11384,Customer Relationship Management,yes
172,8569,Foundations of Informatics,yes
172,8554,Database Management Systems,yes
172,8556,Information Technology Strategy and Governance,yes
172,8557,Information Systems Design and Development,yes
172,8560,Information Technology Project Management,yes
172,8561,Informatics Capstone,yes
172,8024,Experiential Learning Projects for Professionals,yes
172,5606,Web Creation Boot Camp,yes
172,5607,Web Creation for Content Management Systems,yes
172,5605,Information Technology and Creative Practice,yes
172,6234,Interdisciplinary Foundations,yes
172,7101,Spatial Databases,yes
172,8559,Computer Systems and Networks,yes
172,8564,Network Security Concepts,yes
172,8565,Network Protection,yes
172,8570,Enterprise Information Technology Service Management,yes
172,8567,Mobile and Wireless Networks and Applications,yes
172,8568,Systems and Network Administration,yes
172,1444,Introduction to Enterprise Analytics,yes
172,1446,Decision Support and Business Intelligence,yes
172,1450,Data-Driven Decision Making,yes
172,1451,Data Management and Big Data,yes
172,1453,Leadership in Analytics,yes
172,1455,Risk Management for Analytics,yes
172,1438,Intermediate Analytics,yes
172,1441,Data Warehousing and SQL,yes
172,8562,"Information Technology Policy, Ethics, and Social Responsibility",yes
172,7098,Foundations of Geographic Information Science,yes
172,7100,GIS Customization,yes
172,7102,Healthcare Applications of Geographic Information Systems,yes
172,11078,Project Management Practices,yes
172,11082,Leading and Managing Technical Projects,yes
172,13210,Information Architecture,yes
172,7997,Interdisciplinary Professional Foundations,yes
173,7461,Introduction to Health Informatics and Health Information Systems,yes
173,7463,The American Healthcare System,yes
173,7491,Health Informatics Capstone Project,yes
173,2846,Business Management,yes
173,7478,"Organizational Behavior, Work Flow Design, and Change Management",yes
173,7479,Business of Healthcare Informatics,yes
173,7481,Project Management,yes
173,7484,Management Issues in Healthcare Information Technology,yes
173,7483,Improving the Patient Experience through Informatics,yes
173,11042,Strategic Management and Leadership in Healthcare,yes
173,7289,Health Informatics,yes
173,7462,Data Management in Healthcare,yes
173,7464,Global Health Information Management,yes
173,7467,Theoretical Foundations in Personal Health Informatics,yes
173,7480,Creation and Application of Medical Knowledge,yes
173,7486,Public Health Surveillance and Informatics,yes
173,7489,Patient Engagement Informatics and Analytics,yes
173,7490,Quantifying the Value of Informatics,yes
173,11043,Evaluating Healthcare Quality,yes
173,13232,,yes
173,7482,"Database Design, Access, Modeling, and Security",yes
173,7487,Key Standards in Health Informatics Systems,yes
173,7488,Introduction to Health Data Analytics,yes
173,11040,Introduction to Epidemiology,yes
173,11041,Biostatistics in Public Health,yes
173,11044,Applied Regression Analysis,yes
173,11045,Principles of Population Health,yes
173,11046,Advanced Methods in Biostatistics,yes
173,4991,"Collecting, Storing, and Retrieving Data",yes
173,4992,Introduction to Data Mining/Machine Learning,yes
173,11139,Introduction to Computational Statistics,yes
173,11140,Information Design and Visual Analytics,yes
173,7485,Design for Usability in Healthcare,yes
173,4991,"Collecting, Storing, and Retrieving Data",yes
173,4992,Introduction to Data Mining/Machine Learning,yes
173,11139,Introduction to Computational Statistics,yes
173,11140,Information Design and Visual Analytics,yes
176,8125,Big Data for Cities ,yes
176,6889,Geographic Information Systems for Urban and Regional Policy ,yes
176,2774,Dynamic Modeling for Environmental Decision Making ,yes
176,7902,Urban Theory and Science ,yes
176,1667,Advanced Spatial Analysis of Urban Systems ,yes
177,7936,,yes
177,2965,Algorithms for Data Science,yes
177,9001,Advanced Algorithms,yes
177,8175,,yes
177,11723,Systems for Data Science,yes
177,10298,Database Design and Implementation,yes
177,11136,Distributed and Operating Systems,yes
177,11137,,yes
177,11135,Natural Language Processing,yes
177,11138,Machine Learning,yes
177,11141,Data Visualization and Exploration,yes
177,5362,Machine learning: pattern classification,yes
177,1415,Advanced Natural Language Processing,yes
177,1282,Visual Analytics,yes
178,5383,Algorithms for Data Science,yes
178,13184,Introduction to Natural Language Processing,yes
178,5466,Machine Learning,yes
178,5644,Introduction to Numerical Computing with Python,yes
178,5321,Systems for Data Science,yes
178,10582,Machine Learning,yes
178,8862,Statistical Computing,yes
179,5393,Integrative Data Science,yes
179,8881,Introduction to Data Science,yes
179,1351,Mathematical Analytics,yes
179,13930,Statistical Methods for Data Science,yes
179,3438,Regression Analysis,yes
179,3442,Applied Multivariate Analysis,yes
179,3444,Data Access and Management,yes
179,3447,Database Management Systems,yes
179,3448,Database Applications Development,yes
179,3458,Big Data Management,yes
179,12811,Advanced Topics in Database Systems,yes
179,8042,Data Analytics and Mining,yes
179,5684,Knowledge Discovery and Data Mining,yes
179,9497,Big Data Analytics,yes
179,5685,Machine Learning,yes
179,8817,Business Intelligence and Case Studies,yes
179,8822,Business Intelligence,yes
179,5132,Data Mining Business Applications,yes
179,4092,Applied Statistics for Engineers and Scientists,yes
175,10140,Introduction to Business Analytics,yes
175,5686,Foundation of Data Analysis,yes
175,4105,Business Analytics Techniques and Methods,yes
175,5159,Information Design and Management,yes
175,4097,Applied Business Analytics,yes
175,5688,Information Visualization for Business,yes
175,4089,Capstone Project,yes
175,2825,Marketing Track,yes
175,10073,Introduction to Marketing,yes
175,10179,Research and Consumer Behavior,yes
175,8814,Modeling Analytics and Strategy,yes
181,8041,Integrative Data Science,yes
181,319,Introduction to Data Science,yes
181,9496,Mathematical Analytics,yes
181,320,Statistical Methods for Data Science,yes
181,8817,Regression Analysis,yes
181,8822,Applied Multivariate Analysis,yes
181,5131,Data Access and Management,yes
181,292,Database Management Systems,yes
181,330,Database Applications Development,yes
181,4105,Advanced Topics in Database Systems,yes
181,5687,Big Data Management,yes
181,5158,Data Analytics and Mining,yes
181,293,Knowledge Discovery and Data Mining,yes
181,4089,Machine Learning,yes
181,5689,Big Data Analytics,yes
181,2824,Business Intelligence and Case Studies,yes
181,331,Business Intelligence,yes
181,10179,Data Mining Business Applications,yes
183,8040,Intro to Programming,yes
183,5157,Intro to Data Science,yes
183,5130,Linear Algebra,yes
183,9495,Introductory Statistics,yes
183,2823,Multiple Regression,yes
183,4934,Data structures,yes
183,13779,Advanced Programming Techniques,yes
183,10628,,yes
183,8042,Machine Learning,yes
183,5684,Parallel & Distributed Computing,yes
183,9498,Research Design and Analysis,yes
183,5685,Machine Learning,yes
183,8818,,yes
183,8823,Categorical Data Analysis,yes
183,5133,Structural Equation Modeling,yes
183,4092,Statistical Analysis of Social Networks,yes
183,10141,Communicating with Data,yes
183,5686,Visual Analytics,yes
183,4106,Data Journalism,yes
183,5160,Research Design and Analysis,yes
183,4097,Research Seminar in Clinical Psychology,yes
183,5688,Research Seminar on Intergroup Relationships,yes
183,4090,Topics in Economic Development,yes
183,2826,Economics of Migration,yes
183,10074,,yes
183,10179,Data Mining,yes
183,8814,Bioinformatics & Comparative Mol Bio,yes
183,4406,Neurobiology,yes
183,11856,Mathematical Statistics,yes
183,10544,,yes
183,10555,Data & Analysis,yes
183,10557,Capstone,yes
182,4409,Integrative Data Science,yes
182,4410,Data Analytics and Mining,yes
182,11858,Data Access and Management,yes
182,11860,Mathematical Analytics,yes
182,4554,Business Intelligence and Case Studies,yes
182,10556,,yes
182,11860,,yes
182,11861,,yes
182,2991,Integrative Data Science,yes
182,12972,Introduction to Data Science,yes
182,12818,Mathematical Analytics,yes
182,11855,Statistical Methods for Data Science,yes
182,11857,Regression Analysis,yes
182,11859,Applied Multivariate Analysis,yes
182,11437,Data Access and Management,yes
182,11439,Database Management Systems,yes
182,11451,Database Applications Development,yes
182,6125,Big Data Management,yes
182,6126,Advanced Topics in Database Systems,yes
182,6127,Data Analytics and Mining,yes
182,6334,Knowledge Discovery and Data Mining,yes
182,2281,Big Data Analytics,yes
182,10649,Machine Learning,yes
182,10558,Business Intelligence and Case Studies,yes
182,11861,Business Intelligence,yes
182,11116,Data Mining Business Applications,yes
182,11862,Applied Statistics for Engineers and Scientists,yes
184,3624,,yes
184,9778,,yes
184,9782, Analysis of Algorithms,yes
184,9783, Operating Systems,yes
184,9785, Computer Language Theory,yes
184,9787, Software Engineering,yes
185,3623,,yes
185,9784, Business Data Communication and Networks,yes
185,9786, Database Design and Implementation for Business,yes
185,9789, Information Systems Analysis and Design,yes
185,9794, IT Strategy and Management,yes
185,9776, Information Structures with Java,yes
185,9777, Information Structures with Python,yes
185,9779, Foundations of Analytics with R,yes
185,9780, Quantitative Methods for Information Systems,yes
185,9781, Data Analysis and Visualization with R,yes
185,9790, Web Analytics and Mining,yes
185,9792, Data Mining,yes
186,9779, Foundations of Analytics with R,yes
186,9781, Data Analysis and Visualization with R,yes
186,9790, Web Analytics and Mining,yes
186,9792, Data Mining,yes
187,9792, Data Mining,yes
187,9793, Advanced Database Management,yes
187,9788, Database Security,yes
187,9791, Designing and Implementing A Data Warehouse,yes
194,797,Corporate Finance,yes
194,800,Data Analysis,yes
194,916,Decision Modeling,yes
194,810,Entrepreneurship,yes
194,812,Introduction to Financial Accounting,yes
194,813,Leadership and Teamwork,yes
194,817,Managerial Accounting,yes
194,818,Managerial Economics,yes
194,819,Marketing Management,yes
194,820,Strategic Information Systems,yes
194,821,Supply Chain,yes
194,822,The Global Economic Environment,yes
194,823,Action Learning Projects,yes
194,824,Corporate Finance,yes
194,918,Ethical Leadership,yes
194,920,Executive Powers and Negotiation,yes
194,922,Operations Management,yes
194,923,Organizational Change,yes
194,939,Strategic Management,yes
194,949,,yes
194,921,Introduction to Fundamentals of Business,yes
194,950,Integrative Business Simulation,yes
194,951,"Fraud Examination, Detection, and Deterrence in the Business Environment  ",yes
194,915,The Impact of Taxation on Business Entities,yes
194,919,Financial Planning and Control Systems for Managers and Consultants,yes
194,924,Capital Markets,yes
194,925,Commercial Bank Management,yes
194,926,Financial Restructuring,yes
194,927,Data Analytics,yes
194,938,Managing Digital Businesses and Platforms,yes
194,944,Social Media and Web Analytics,yes
194,946,Co-Creating Customer Experience,yes
194,947,Consumer Behavior,yes
194,953,Customer Equity Management,yes
194,954,Global Trade Logistics,yes
194,956,Innovative Solutions to Supply Chain Challenges,yes
194,952,Supply Chain Risk Management,yes
194,2403,International Business,yes
194,798,Global Study,yes
188,799,Molecular Biology,yes
188,801,"Epigenetics, Gene Organization and Expression",yes
188,802,Algorithms for Bioinformatics,yes
188,803,Tools for Genome Analysis,yes
188,804,Protein Bioinformatics,yes
188,805,Molecular Phylogenetic Techniques,yes
188,806,Methods in Proteomics,yes
188,807,Next Generation DNA Sequencing and Analysis,yes
188,808,Gene Expression Data Analysis and Visualization,yes
188,811,Bioperl,yes
188,814,Advanced Practical Computer Concepts for Bioinformatics,yes
188,815,Advanced Genomics and Genetic Analysis,yes
188,816,Practical Introduction to Metagenomics,yes
188,826,Genomic and Personalized Medicine,yes
188,13422,Linked Data and the Semantic Web,yes
188,3639,Principles of Bioinformatics,yes
188,5141,Computational Drug Discovery and Development,yes
188,5514,Statistics for Bioinformatics,yes
188,6528,Modeling and Simulation of Complex Systems,yes
188,8158,Computational Aspects of Molecular Structure,yes
188,8679,Computational Genomics,yes
188,8926,Analysis of Gene Expression and High-Content Biological Data,yes
188,8932,Systems Biology,yes
188,8992,Foundations of Software Engineering,yes
188,12947,XML Design Paradigms,yes
188,13136,Data Visualization,yes
188,13327,Principles of Enterprise Web Development,yes
188,1226,Agile Development with Ruby on Rails,yes
188,3640,Mobile Application Development for the Android Platform,yes
188,6589,Software Systems Engineering,yes
188,6630,Large Scale Database Systems,yes
188,10789,Machine Learning,yes
188,10895,Evolutionary Computation,yes
188,12952,Web Application Development with Java,yes
188,11742,Rich Internet Applications with Ajax,yes
188,10771,Big Data Processing Using Hadoop,yes
188,2978,Independent Research Project in Bioinformatics,yes
188,6942,Biotechnology,yes
188,13337,Advanced Cell Biology I,yes
188,6788,Advanced Cell Biology II,yes
188,2943,Human Molecular Genetics,yes
188,3331,Principles of Immunology,yes
188,6791,Microbiology,yes
188,5153,Virology,yes
188,8942,Molecular Basis of Pharmacology,yes
188,12028,Genes and Disease,yes
188,3287,Gene Therapy,yes
188,3576,Emerging Infectious Diseases,yes
188,4967,Cancer Biology,yes
188,7116,Clinical and Molecular Diagnostics,yes
188,7996,Clinical Trial Design and Conduct,yes
188,13138,Recombinant DNA Laboratory,yes
188,8058,Independent Research Project in Biotechnology,yes
188,7113,,yes
197,8968,,yes
197,4963,Management Information Systems,yes
197,1345,Business Intelligence,yes
197,12859,Database Design and Management,yes
197,2782,Data Warehousing,yes
197,2803,Human Resource Management,yes
197,5315,Human Behavior Management of Organizations,yes
197,8996,Accounting for the Contemporary Manager,yes
197,8965,The Financial Environment,yes
197,11251,The Economic Environment,yes
197,11747,The Marketing Environment,yes
197,13955,Research and Statistics for Managers,yes
197,4968,Strategy in a Global Environment,yes
198,1225,Pattern Recognition and Data Mining,yes
198,8885,Advanced Geographic Information Systems,yes
198,8914,Data Mining Techniques I,yes
198,2814,Databases,yes
198,5467,Applied Data Engineering,yes
198,5404,Quantitative Methods for Spatial Analysis,yes
198,7567,Applied Statistical Methods I,yes
195,7564,Market-Based Management,yes
195,1152,Customer Analysis,yes
195,13309,Advanced Marketing Analysis,yes
195,13302,Statistical Programming,yes
195,13341,Business Communications,yes
195,11725,Business Ethics,yes
195,12967,Data Science,yes
195,3816,Marketing Research and Analysis,yes
195,7055,Market Forecasting,yes
195,12203,Pricing Analytics and Strategies,yes
195,3814,Retail Analytics,yes
195,3815,Web Analytics,yes
195,7056,Customer Equity Management/CRM,yes
195,12197,Action Learning Project,yes
204,8663,Large Scale Data Learning Lab,yes
204,13116,,yes
207,1431,,yes
207,2901,,yes
216,11339,Analytics for Competitive Advantage,yes
216,6273,Introduction to Statistics for Data Scientists,yes
216,6276,Programming for Data Science,yes
216,6278,Financial Accounting,yes
216,12902,Marketing Management,yes
216,12904,,yes
216,10394,"Data Management, Databases, and Data Warehousing ",yes
216,10389,Big Data Analytics,yes
216,10396,Building and Managing Teams,yes
216,9543,Exploratory Data Analytics and Visualization,yes
216,9560,Predictive Analytics,yes
216,6694,Advanced Issues in Business Analytics,yes
216,10397,Data-Driven Experimentation and Measurement,yes
216,10398,Modeling and Heuristics for Decision Making and Support,yes
216,10401,Project Management of Analytics Projects,yes
216,10403,,yes
219,10404,,yes
219,10405,,yes
219,10406,,yes
219,10408,,yes
221,10399,Introduction to Big Data Analytics,yes
221,10410,Information Visualization,yes
221,8977,Use of Business Intelligence,yes
221,7170,Applied Time Series Analysis,yes
221,10229,Data Methodologies Using Python,yes
221,10241,Regression Analysis,yes
221,7171,Information Retrieval and Analysis,yes
221,10230,Essentials of Data Warehouses,yes
221,10242,Database Marketing,yes
221,10243,Building the Data Warehouse,yes
221,10231,Supply Chain and Project Management,yes
221,7172,Research Methods in Business,yes
210,6856,,yes
210,6164,Discrete Mathematics,yes
210,1545,Programming and Elementary Data Structures,yes
210,3484,Data Structures and Algorithms,yes
210,8051,Introduction to Probability and Statistics,yes
210,2959,Applied Regression Analysis,yes
223,8503,Business Intelligence,yes
223,8511,Applied Data Mining,yes
223,6557,Data Visualization,yes
223,12532,Predictive Models,yes
223,8502,Text Mining,yes
223,3389,Big Data and Prep,yes
223,8507,Web and Social Media Analytics,yes
223,8508,Dashboard Creation and Implementation,yes
223,8509,Strategy and Analytics,yes
223,8510,Managerial Communications,yes
223,2688,Financial Decision Making for Managers,yes
223,8516,Project Management,yes
223,2842,Business Intelligence,yes
223,1679,Applied Data Mining,yes
223,5398,Data Visualization,yes
223,11182,Predictive Models,yes
223,13263,Text Mining,yes
223,2259,Big Data and Prep,yes
223,13963,Web and Social Media Analytics,yes
223,5013,Strategy and Analytics,yes
223,12964,Dashboard Creation and Implementation,yes
223,8928,Managerial Communications,yes
223,6780,Financial Decision Making for Managers,yes
223,11389,Project Management,yes
223,2176,Marketing Strategy,yes
223,2177,Marketing Research & Analytics,yes
224,2178,,yes
224,2179,Analytics and Statistical Programming,yes
224,2180,Inferential Modeling of Health Outcomes,yes
224,2181,Predictive Modeling and Machine Learning,yes
224,2182,,yes
224,2184,Programming for Data Scientists,yes
224,2183,Health Data Management and Standards,yes
224,9804,High Performance Computing in the Healthcare Industry,yes
224,1213,,yes
224,9805,Foundations of Outcomes Research I,yes
224,10150,Foundations of Medical Diagnosis and Treatment,yes
224,10151,Communication and Leadership in the Healthcare Industry,yes
224,1554,Capstone Experience,yes
226,1551,Decision Support Systems for Business Intelligence,yes
226,7743,Practicum in Business Intelligence,yes
226,11180,Business Analytics and Data Mining,yes
226,3527,,yes
226,11360,Business Intelligence Infrastructure,yes
226,7286,Managerial Applications Of Object-Oriented Technologies,yes
226,7380,Internet Programming,yes
226,7306,Project Management,yes
226,6922,Security and Information Systems,yes
226,6920,Information Systems Design,yes
226,3338,Seminar in Information Systems,yes
226,2956,Digital Strategies,yes
226,7985,Digital Strategies,yes
226,7990,Seminar in Marketing,yes
226,8767,Text Mining and Analysis of Social Media,yes
226,1762,Predictive Analytics,yes
226,2833,Advanced Statistical Methods for Managerial Decisions,yes
226,7983,Topics In Applied Econometrics,yes
226,7984,Advanced Topics In Time Series Econometrics,yes
226,7986,Advanced Topics In Business And Economic Forecasting,yes
226,7987,Prescriptive Analytics,yes
226,7989,Simulation for Managerial Decision Making,yes
226,7991,Business Logistics Systems,yes
226,5620,Supply Chain Operational Modeling,yes
226,10257,Management Science Methods,yes
226,10258,,yes
226,11120,Advanced Computation,yes
226,11164,Introduction to Artificial Intelligence,yes
226,8763,Introduction to Machine Learning,yes
226,6172,Introduction to Evolutionary Computation,yes
226,6173,Genetic Programming,yes
228,6174,,yes
230,11228,Analytics Tools and Techniques,yes
230,8764,,yes
230,8765,Data Querying and Reporting,yes
230,8766,Data Access and Management,yes
230,8768,Data Cleaning,yes
230,8769,Statistical Programming Tools,yes
230,1303,,yes
230,3277,Geospatial Data Analytics,yes
230,3278,Relational Databases and Data Warehouses,yes
230,3279,Statistical Analysis of Databases,yes
230,3280,Data Visualization,yes
230,1586,,yes
230,1122,,yes
230,10911,,yes
230,5311,,yes
230,5129,Linear Algebra Overview,yes
230,5199,Exploratory Data Analysis,yes
230,12860,Linear Regression,yes
230,5286,Multiple Linear Regression,yes
230,7083,Regression Diagnostics,yes
230,11617,Logistic Regression,yes
230,12817,Analysis of Tables,yes
230,5387,Statistics Assessments,yes
230,11229,,yes
230,13217,Analytics Methods and Applications I,yes
230,11306,Linear Algebra,yes
230,1123,Data Mining,yes
230,8722,Machine Learning,yes
230,6652,Text Mining,yes
230,8727,Logistic Regression,yes
230,10564,Simulation and Finance,yes
230,11610,Optimization,yes
230,8771,Time Series and Forecasting,yes
230,1537,Advanced Programming,yes
230,12872,Customer Analytics,yes
230,14012,Analytics Practicum I,yes
230,1124,Data Privacy and Security,yes
230,8719,Legal Issues,yes
230,5254,Data Visualization,yes
230,8859,Geospatial Data,yes
230,13261,Project Management,yes
230,8771,,yes
230,11987,,yes
230,10807,,yes
230,13711,,yes
230,1360,,yes
230,4965,Technical Writing,yes
230,1126,Analytics Methods and Applications II,yes
230,5304,Advanced Modeling,yes
230,8703,Survival Analysis,yes
230,5387,Big Data,yes
230,7082,Design of Experiments,yes
230,11379,Risk Analytics,yes
230,13216,Financial Analytics,yes
230,8683,Web Analytics,yes
230,3573,Advanced Exploratory and Outlier Analysis,yes
230,11311,Advanced Data Mining,yes
230,3340,,yes
230,13238,Analytics Practicum II,yes
230,1125,Data Privacy and Security,yes
230,1349,Data Ethics,yes
230,13152,Project Management,yes
230,2242,,yes
230,5580,,yes
230,11758,Visual Communication of Data,yes
230,6775,,yes
230,13955,Technical Writing,yes
239,1333,Business Performance Management,yes
239,1315,Financial Reporting & Analysis,yes
239,12074,Human Capital & Organizational Performance,yes
239,1127,Business Analysis for Decision Making,yes
239,5304,Marketing & New Media Strategy,yes
239,5218,Survey of System Development,yes
239,11379,Business System Programming,yes
239,5387,IT Infrastructure,yes
239,13217,Information Security Management,yes
239,13934,Managing Emerging Technologies,yes
239,11229,Information Technology Project Management,yes
239,13238,IT Strategy and Policy,yes
239,12414,SAS Programming for Business Analytics,yes
239,12415,Enterprise Data and Information Management,yes
239,12417,Advanced Business Analytics,yes
239,12418,Advanced Data Mining Applications,yes
242,12661,Mathematics for Data Analytics,yes
242,12670,Statistics for Data Analytics,yes
242,12672,Research Design and Methodology,yes
242,12661,Predictive Analytics,yes
242,9321,Applications of Optimization Modeling,yes
242,9322,Survey of Business Intelligence and Analytics,yes
242,9325,Data Visual Analysis Visualization,yes
242,9329,Machine Learning,yes
242,9440,Database Management Systems,yes
242,9441,Data Warehousing and Advanced Database Systems,yes
242,9443,Business Ethics and Society,yes
243,9461,Business Analytics,yes
243,9526,Introductory Econometrics,yes
243,9529,Data Driven Marketing Strategy,yes
243,9556,Advanced Marketing Analytics,yes
243,9561,Risk and Simulation Modeling,yes
243,9574,Predictive Analytics,yes
243,3149,Data Management and Organization,yes
243,3150,Business Data Mining and Descriptive Analytics,yes
