degree_id,quote_id,course
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,3
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,"and related current research. The emphasis will be on the mathematical background of network science: graphs and networks; random networks and various types of scale-free networks; network properties such as assortativity, mobility, robustness, social networks, and communities; and dynamics of spreading in networks. Students cannot receive credit for both CSCI 4250 and CSCI 6250."
286,1715,
286,1715,
286,1715,
286,1715,CSCI 6390 Database Mining
286,1715,
286,1715,
286,1715,
286,1715,"This course will provide an introductory survey of the main topics in data mining and knowledge discovery in databases (KDD), including classification, clustering, association rules, sequence mining, similarity search, deviation detection, and so on. Emphasis will be on the algorithmic and system issues in KDD, as well as on applications such as Web mining, multimedia mining, bioinformatics, geographical information systems, etc. Students cannot receive credit for both CSCI 4390 and CSCI 6390."
286,1715,
286,1715,
286,1715,
286,1715,CSCI 6962 Natural Language Processing
286,1715,
286,1715,
286,1715,
286,1715,"This course will introduce state-of-the-art Natural Language Processing (NLP) methods in the last decade. The instructor will cover 15 popular research topics, and select the best-cited and most up-to-date papers for each topic, along with some popular machine learning methods for NLP. The instructor will present a deep survey for each topic. In addition, some practical experiments (implementation of a method or applying some machine learning toolkits to solve a problem) will be conducted based on a series of powerful platforms and techniques. The assignments will involve linguistics, math, and careful thinking. At the end of the course each student should be able to gain enough background to understand the fundamental NLP techniques."
286,1715,
286,1715,
286,1715,
286,1715,ISYE 6961 Data Analytics Research Lab
286,1715,
286,1715,
286,1715,
286,1715,This course focuses on applied data analytics research on real-world open
286,1715,
286,1715,"problems. Students will conduct a semester long, team based, hands-on data analytics project. A data set will be selected at the start of the semester from a collection of projects supplied by on- and/or off-campus clients. The client will provide project and data set background and assist in objective setting. Alternatively, a student and/or team may bring a data set and problem with them. This is expected to be useful for graduate students with their advisor and/or research collaborators being the clients. Students will actively engage in the process of transforming knowledge to data, gaining experience applying data analytic methods learned in prior courses. Students will also be instructed in the process of project objective setting, planning, and management. They will conduct their project based on goals agreed upon with the project client, and a workflow they develop to attain these goals. Students will be guided via classroom demonstrations and individualized team coaching by the instructors in the employment of visualization, analytics and modeling methods. The demonstrations will be done in the R data analytics environment and will involve the use of R routines, external"
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,4
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,"packages, script building and the use of pre-built scripts provided by the instructors. An R ‘boot camp’ will be held at the beginning of the semester to get those unfamiliar with the environment started. Students will be encouraged to use R, but this will not be required."
286,1715,
286,1715,
286,1715,
286,1715,ECON 6560 Introduction to Econometrics - Mon. & Thurs. 12-1:50pm
286,1715,
286,1715,
286,1715,
286,1715,"This course is an introduction to econometric data analysis. The statistical methods covered enable analysis of relationships between variables in data, with special attention to identification of true causal effects. Topics covered include linear and simple nonlinear regression models, internal and external validity, methods for panel data and binary dependent variables, instrumental variables methods, use of experimental and quasi-experimental data, and basic time series methods. The course includes hands-on data analysis and report writing."
286,1715,
286,1715,
286,1715,
286,1715,"MGMT 7030 Strategy, Technology and Competition - Fri. 3-5:50pm"
286,1715,
286,1715,
286,1715,
286,1715,"This course covers the fundamentals of business and corporate strategy, integrating these concepts into an environment of technological change, competition, and entrepreneurship. The course includes the following areas of emphasis: concepts of strategy, industry environment, resources and capabilities of the firm, organization and systems of the firm, the dynamics of competitive advantage, strategic alternative analysis, and strategies in different contexts. The course uses business cases and a project to enrich the theoretical concepts."
286,1715,
286,1715,
286,1715,
286,1715,STSS 4962 Critical Data Mapping
286,1715,
286,1715,
286,1715,
286,1715,MGMT 6020 Financial Management I
286,1715,
286,1715,
286,1715,
286,1715,"The purpose of this course is to develop a working understanding of the major investment and financial decisions of the firm. Emphasis will be placed upon identifying and solving the problems commonly faced by financial managers. The course presents the needed theory and develops financial problem solving skills through individualized problem solving, structured case analysis, and industry and company analysis using Internet sources."
286,1715,
286,1715,
286,1715,
286,1715,MGMT6510 Financial Computation
286,1715,
286,1715,
286,1715,
286,1715,"This course introduces computational techniques for financial analysis, with foci on risk, hedging and portfolio techniques, fixed income instruments, and derivatives analysis. The course covers computational techniques for portfolio optimization, plain vanilla and exotic derivatives valuation and replication, along with interest rate and fixed income instruments. This course will introduce numerical analysis, interpolation, Monte Carlo and finite difference methods, lattices, linear and dynamic programming, optimization and MATLAB, all in a financial computational context."
286,1715,
286,1715,
286,1715,
286,1715,MGMT 6520 Financial Modeling
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,5
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,"This course introduces quantitative analysis for financial markets and instruments. The course covers applications of linear math to hedging and valuation, applications of calculus to valuation and risk analysis, introduces differential equations and their applications to hedging and valuation and introduces stochastic processes in a financial markets context. Course coverage will also extend to portfolio analysis and standard equilibrium asset pricing models."
286,1715,
286,1715,
286,1715,
286,1715,MGMT 7760 Risk Management - Thurs. 6-8:50pm
286,1715,
286,1715,
286,1715,
286,1715,"Overview of risk management and the concept and measurement of risk; types of risks (market, credit, liquidity, operational, business, strategic). Concepts, tools, and instruments available for risk management. Specific issues related with managing specific risk types — market, credit, interest rates, liquidity, risk and operational risk. Securitization, asset-liability management. Concepts underlying insurance and role of insurance for risk management."
286,1715,
286,1715,
286,1715,
286,1715,Spring courses:
286,1715,
286,1715,CSCI 6370 Data and Society
286,1715,
286,1715,
286,1715,
286,1715,"Data and Society provides a broad overview of how society is leveraging and responding to the social, organizational, policy, and technical opportunities and challenges of a data-driven world. Course themes focus on various aspects of the data ecosystem, data and innovation, and data and the broader community. Data and Society is a communication-intensive course. Assignments build writing, presentation, and critical thinking and assessment skills, all of which are important for professional success. This is a communication-intensive course."
286,1715,
286,1715,
286,1715,
286,1715,ITWS 6600 Data Analytics
286,1715,
286,1715,
286,1715,
286,1715,"The world at-large is confronted with increasingly larger and complex sets of structured/unstructured information; from cyber and human sources. Traditional enterprises are moving toward analytics-driven approaches for core business functions. Data and information analytics extends analysis (descriptive models of data) by using data mining and machine learning methods, with optimization and validation, to recommend action or guide and communicate decision-making. Thus, analytics is an entire methodology rather then individual analyses or analysis steps"
286,1715,
286,1715,
286,1715,
286,1715,MGMT 6160 Applied Analytics and Predictive Modeling
286,1715,
286,1715,
286,1715,
286,1715,"Business analytics enables organizations to leverage large volumes of data in order to make more informed decisions. It encompasses a range of approaches to integrating, organizing, and applying data in various settings. This course develops an understanding of concepts in business analytics and data manipulation. In particular, through hands-on experience with a range of techniques students will learn to work with large data sets, analyze trends and segments and develop models for prediction and forecasting. This course is part of the Masters program in Business Analytics and builds on foundations learned in the Fall semester."
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,6
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,
286,1715,MGMT 7760 Risk Management
286,1715,
286,1715,"Overview of risk management and the concept and measurement of risk; types of risks (market, credit, liquidity, operational, business, strategic). Concepts, tools, and instruments available for risk management. Specific issues related with managing specific risk types — market, credit, interest-rates, liquidity, risk and operational risk. Securitization, asset-liability management. Concepts underlying insurance and role of insurance for risk management."
286,1715,
286,1715,MGMT 6400 Financial Econometric Modeling
286,1715,
286,1715,"This course addresses financial modeling as an empirical activity. Several key issues and assumptions of finance are addressed through empirical modeling. Topics may include asset pricing, event studies, exchange rate movements, term structure of interest rates, and international linkages among financial markets. Computers are used extensively both in and out of class."
286,1715,
286,1715,MGMT 6350 Supply Chain Analytics
286,1715,
286,1715,"This is a hands on course where students learn a mix of theoretical and practical tools and use them to solve a variety of supply chain problems, both analytically and numerically. Time series, Markov chain, optimal control, linear programming, statistical analysis, and other mathematical tools are used to examine data to understand supply, demand and inventory levels and develop insights for managerial recommendations."
286,1715,
286,1715,MGMT 6720 Internet Marketing
286,1715,
286,1715,"Technology is a vital link in how modern corporations identify, acquire, transact with, and keep their customers. This course provides an introduction to both the technology infrastructure most relevant to the customer relationship as well as marketing issues that result from the application of computers and communication networks. Topics include issues related to social media, search, online advertising, blogging, customer relationship management, online market segmentation, and marketing of IT products."
286,1715,
286,1715,MGMT 6962 Marketing Analytics
286,1715,
286,1715,"With the development of technology, the amount of available information that can help organizations make decisions grows exponentially over the past decades. These information could be structured data such as online transaction data or highly unstructured data such as blogs, tweets and video clips. With the abundant data, firms can extract customer purchasing pattern, identify potential market and forecast sales trends, gain competitive advantage and create substantial value for the"
286,1715,
286,1715,"company. This class introduces some fundamental statistical models which are very effective in explaining and predicting marketing patterns using new forms of information emerging from the technology advances. These models can significantly improve the decisions by practitioners as they also offer intuitively sounds descriptions on various observed data patterns. Meanwhile, as more and more firms adopt"
286,1715,
286,1715,"sophisticated toolkit to conduct business analysis (Excel toolkit, SPSS and etc.), understanding these statistical models can become an essential part of regular business. The contents we covered in this course will be helpful for managers to get the greatest business value in today’s data intensive business environment. We will also apply these statistical models to real marketing problems using real marketing data. Students are expected to finish a final project by applying techniques covered in this class on a real world dataset. This is because the core of developing the quantitative skills in this class is through hands-on exercises. This project is designed to enhance students’ understanding of the concepts introduced in this class, and to allow students to have the opportunity to absorb the skills rather than just get exposed to them."
286,1715,
286,1715,MGMT 6020 Financial Management I
286,1715,
286,1715,"The purpose of this course is to develop a working understanding of the major investment and financial decisions of the firm. Emphasis will be placed upon identifying and solving the problems commonly faced by financial managers. The course presents the needed theory and develops financial problem solving skills through individualized problem solving, structured case analysis, and industry and company analysis using Internet sources."
286,1715,
286,1715,Summer courses:
286,1715,
286,1715,COMM 6880 Interactive Data Visualization
286,1715,
286,1715,"MGMT 7030 Strategy, Technology and Competition"
286,1715,
286,1715,"This course covers the fundamentals of business and corporate strategy, integrating these concepts into an environment of technological change, competition, and entrepreneurship. The course includes the following areas of emphasis: concepts of strategy, industry environment, resources and capabilities of the firm, organization and systems of the firm, the dynamics of competitive advantage, strategic alternative analysis, and strategies in different contexts. The course uses business cases and a project to enrich the theoretical concepts."
291,645,BU 300
291,645,
291,645,Project Management
291,645,
291,645,3
291,645,
291,645,HCI 101
291,645,
291,645,Healthcare Systems and Operations
291,645,
291,645,3
291,645,
291,645,HCI 102
291,645,
291,645,Introduction to Healthcare Informatics
291,645,
291,645,3
291,645,
291,645,HCI 210
291,645,
291,645,Healthcare Informatics Data Standards
291,645,
291,645,3
291,645,
291,645,HIT 104
291,645,
291,645,Legal Aspects of Health Information
291,645,
291,645,3
291,645,
291,645,HIT 208
291,645,
291,645,Quality Assurance and Improvement
291,645,
291,645,2
291,645,
291,645,SEMESTER 1
291,645,
291,645,17
291,645,
291,645,HCI 300
291,645,
291,645,Business Systems Analysis and Design in Healthcare
291,645,
291,645,3
291,645,
291,645,HCI 330
291,645,
291,645,Clinical Decision Support Systems
291,645,
291,645,3
291,645,
291,645,HCI 400
291,645,
291,645,Database Healthcare Management Systems
291,645,
291,645,3
291,645,
291,645,HCI 410
291,645,
291,645,Healthcare Informatics Practicum
291,645,
291,645,3
291,645,
291,645,DA 103
291,645,
291,645,SQL for Data Analysis
291,645,
291,645,3
291,645,
291,645,MA 455
291,645,
291,645,Quantitative Research Methods
292,2037,Required Core Courses (9):
292,2037,
292,2037,Introduction to Healthcare Systems
292,2037,
292,2037,Healthcare Leadership Proseminar*
292,2037,
292,2037,Healthcare Accounting and Finance
292,2037,
292,2037,Data Analytics and Business Intelligence
292,2037,
292,2037,Health Informatics
292,2037,
292,2037,Advanced Application of Healthcare Data Analytics (Health Capstone)*
292,2037,
292,2037,Statistical Foundations of Data Analytics
292,2037,
292,2037,Advanced Statistics and Data Visualization
292,2037,
292,2037,Data Architecture
292,2037,
292,2037,Elective Courses (3):
292,2037,
292,2037,Hospital Analytics
292,2037,
292,2037,Payer Analytics
292,2037,
292,2037,Healthcare Operations Research
292,2037,
292,2037,Healthcare CRM
294,1985,Programming Languages and Computer Systems
294,1985,
294,1985,CS 453: Dynamic Languages and Software Development
294,1985,
294,1985,CS 455: Software Analysis and Improvement
294,1985,
294,1985,CS 456: Operating Systems
294,1985,
294,1985,CS 457: Computer Networks
294,1985,
294,1985,CS 458: Parallel and Distributed Systems
294,1985,
294,1985,CS 484: Advanced Algorithms
294,1985,
294,1985,CS 572: Seminar in Programming Languages
294,1985,
294,1985,CS 495: Independent Research
294,1985,
294,1985,Algorithms and Complexity
294,1985,
294,1985,CS 484: Advanced Algorithms
294,1985,
294,1985,CS 486: Computational Complexity
294,1985,
294,1985,CS 487: Advanced Modes of Computation
294,1985,
294,1985,CS 444: Logical Foundations of Artificial Intelligence
294,1985,
294,1985,CS 446: Machine Learning
294,1985,
294,1985,CS 574: Seminar in Theory of Computation
294,1985,
294,1985,CS 577: Optimization and Machine Learning
294,1985,
294,1985,CS 495: Independent Research
294,1985,
294,1985,Computer Architecture
294,1985,
294,1985,CS 484: Advanced Algorithms
294,1985,
294,1985,ECE 404: High Performance Microprocessor-Based Systems
294,1985,
294,1985,CS 453: Dynamic Languages and Software Development
294,1985,
294,1985,CS 455: Software Analysis and Improvement
294,1985,
294,1985,CS 458: Parallel and Distributed Systems
294,1985,
294,1985,ECE 465: Performance Issues in VLSI/IC Design
294,1985,
294,1985,CS 573: Advanced Topics in Memory Systems
294,1985,
294,1985,CS 495: Independent Research
294,1985,
294,1985,Artificial Intelligence and Machine Learning
294,1985,
294,1985,CS 440: Data Mining
294,1985,
294,1985,CS 444: Logical Foundations of Artificial Intelligence
294,1985,
294,1985,CS 446: Machine Learning
294,1985,
294,1985,CS 448: Statistical Speech and Language Processing
294,1985,
294,1985,CS 449: Computer Vision
294,1985,
294,1985,CS 484: Advanced Algorithms
294,1985,
294,1985,CS 577: Optimization and Machine Learning
294,1985,
294,1985,CS 495: Independent Research
294,1985,
294,1985,Natural Language Processing
294,1985,
294,1985,CS 444: Logical Foundations of Artificial Intelligence
294,1985,
294,1985,CS 446: Machine Learning
294,1985,
294,1985,CS 447: Natural Language Processing
294,1985,
294,1985,CS 448: Statistical Speech and Language Processing
294,1985,
294,1985,CS 460: Dialog Systems
294,1985,
294,1985,CS 484: Advanced Algorithms
294,1985,
294,1985,LIN 461: Phrase Structure Grammars
294,1985,
294,1985,CS 495: Independent Research
294,1985,
294,1985,Human Computer Interaction
294,1985,
294,1985,CS 410: Web Programming
294,1985,
294,1985,CS 412: Human Computer Interaction
294,1985,
294,1985,CS 440: Data Mining
294,1985,
294,1985,CS 571: Probabilistic Theories of Cognitive Processing
294,1985,
294,1985,CS 575: Seminar in HCI
294,1985,
294,1985,BCS 511: Behavioral Methods
294,1985,
294,1985,STT 422: Design of Experiments
294,1985,
294,1985,CS 495: Independent Research
299,2179,STAT 6750 Research Methods in Statistics and Comprehensive
299,2181,STAT 6990 Thesis Research
299,1729,MATH 5450 Applied Probability
299,1729,
299,1729,OR 6620 Probability Models for Decision Making
299,1729,
299,1729,CS/MIS/OR Electives (Choose 1)
299,1729,
299,1729,CS 5200 Artificial Intelligence
299,1729,
299,1729,CS 5420 Techniques of Simulation
299,1729,
299,1729,CS 5120 Analysis of Algorithms
299,1729,
299,1729,MBA 5710 Business System Analysis
299,1729,
299,1729,MIS 5600 Business Intelligence
299,1729,
299,1729,OR 5720 Computer Simulation of Management Systems
299,1729,
299,1729,OR 6470 Network Analysis
299,1729,
299,1729,OR 6490 Applied Nonlinear & Dynamic Programming
299,1729,
299,1729,OR 6690 Case Studies in Management Science
299,1729,
299,1729,MATH/STAT Elective (Choose 1)
299,1729,
299,1729,MATH 5470 Exploratory Data Analysis
299,1729,
299,1729,MATH 6440 Stochastic Processes
299,1729,
299,1729,MATH 6460 Nonparametric Statistical Inference
299,1729,
299,1729,MATH 6480 Bayesian Statistical Inference
299,1729,
299,1729,MATH 7580 Computational Statistics
299,1729,
299,1729,STAT 5060 Sample Design
299,1729,
299,1729,STAT 5120 Applied Nonparametric Statistics
299,1729,
299,1729,STAT 5140 Statistical Quality Control
299,1729,
299,1729,STAT 6200 Experimental Design II
299,1729,
299,1729,STAT 6300 Applied Multivariate Analysis
299,1729,
299,1729,STAT 6340 Discrete Data Analysis
299,1729,
299,1729,STAT 6800 Seminar in Statistics
299,1729,
299,1729,ECON/MBA Elective (Choose 1)
299,1729,
299,1729,ECON 6000 Behavior of the Firm in a Global Environment
299,1729,
299,1729,ECON 6010 Economic Policy
299,1729,
299,1729,ECON 6070 Graduate Econometrics
299,1729,
299,1729,ECON 6100 Advanced Microeconomic Theory
299,1729,
299,1729,ECON 6110 Aggregative Economics
299,1729,
299,1729,ECON 6120 Monetary Theory and Policy
299,1729,
299,1729,MBA 6000 Financial Accounting and Analysis
299,1729,
299,1729,MBA 6030 Managerial Accounting
299,1729,
299,1729,MBA 6040 Supply Chain Management
299,1729,
299,1729,MBA 6050 Marketing Management and Strategy
299,1729,
299,1729,MBA 6320 Managing Strategic Human Resources
299,1729,
299,1729,MBA 6420 Services Marketing Management
299,1729,
299,1729,MBA 6540 Global Supply Chain Management
299,1729,
299,1729,MBA 6690 Case Studies in Management Science
299,1733,MATH 6410 Probability Theory I
299,1733,
299,1733,MATH 6420 Mathematical Statistics II
299,1733,
299,1733,MIS 5400 Business Database Management
299,1733,
299,1733,OR 6610 Linear and Integer Programming
299,1733,
299,1733,STAT 5020 Regression Analysis
299,1733,
299,1733,STAT 5080 Experimental Design
299,1733,
299,1733,STAT 5160 Time Series Analysis
299,1733,
299,1733,STAT 6440 Data Mining
299,2180,"STAT 6750 Research Methods in Statistics and Comprehensive Exam covering MATH 6410, 6420, STAT 5020, 5060, 5080"
299,2182,STAT 6990 Thesis Research and one more elective course
299,1727,MATH 5260 Actuarial Mathematics I
299,1727,
299,1727,MATH 5270 Actuarial Mathematics II
299,1727,
299,1727,MATH 5450 Applied Probability
299,1727,
299,1727,MATH 5470 Exploratory Data Analysis
299,1727,
299,1727,MATH 5650 Introduction to Real Analysis I
299,1727,
299,1727,MATH 5660 Introduction to Real Analysis II
299,1727,
299,1727,MATH 6440 Stochastic Processes
299,1727,
299,1727,MATH 6450 Statistical Distribution Theory
299,1727,
299,1727,MATH 6460 Nonparametric Statistical Inference
299,1727,
299,1727,MATH 6470 Sequential Statistical Inference
299,1727,
299,1727,MATH 6480 Bayesian Statistical Inference
299,1727,
299,1727,MATH 6710 Survival Analysis
299,1727,
299,1727,MATH 6720 Biostatistical Methods
299,1727,
299,1727,MATH 7400 Multidimensional Statistics
299,1727,
299,1727,MATH 7570 Linear Statistical Inference
299,1727,
299,1727,MATH 7580 Computational Statistics
299,1727,
299,1727,OR 6610 Linear and Integer Programming
299,1727,
299,1727,OR 6620 Probability Models for Decision Making
299,1727,
299,1727,STAT 5120 Applied Nonparametric Statistics
299,1727,
299,1727,STAT 5140 Statistical Quality Control
299,1727,
299,1727,STAT 5160 Times Series Analysis
299,1727,
299,1727,STAT 6200 Experimental Design II
299,1727,
299,1727,STAT 6300 Applied Multivariate Analysis
299,1727,
299,1727,STAT 6340 Discrete Data Analysis
299,1727,
299,1727,STAT 6440 Data Mining
299,1734,MATH 6410 Probability Theory I
299,1734,
299,1734,MATH 6420 Mathematical Statistics II
299,1734,
299,1734,STAT 5020 Regression Analysis
299,1734,
299,1734,STAT 5060 Sample Design
299,1734,
299,1734,STAT 5080 Experimental Design
300,1790,MSA 5020 Regression Analysis
300,1790,
300,1790,MSA 5400 Database Management
300,1790,
300,1790,MSA 5470 Exploratory Data Analysis
300,1790,
300,1790,MSA 6010 Decision Optimization
300,1790,
300,1790,MSA 6701 Analytics Project I
300,1790,
300,1790,
300,1790,
300,1790,Spring
300,1790,
300,1790,MSA 5160 Time-Series Analysis and Forecasting • MSA 5600 Business Intelligence
300,1790,
300,1790,MSA 6440 Data Mining
300,1790,
300,1790,MSA 6500 Big Data Analytics
300,1790,
300,1790,MSA 6702 Analytics Project II
300,1790,
300,1790,
300,1790,
300,1790,Summer
300,1790,
300,1790,MSA 6450 Advanced Data Analytics
300,1790,
300,1790,MSA 6600 Project Management
300,1790,
300,1790,MSA 6703 Analytics Project III
300,1790,
300,1790,TOTAL SEMESTER HOURS: 33 hours
303,1689,Major Requirements
303,1689,
303,1689,CHEM 111 Principles of Chemistry for Engineers 4
303,1689,
303,1689,DSCI 133 Introduction to Data Science and Engineering for Majors 3
303,1689,
303,1689,DSCI 234 Structured and Unstructured Data 3
303,1689,
303,1689,DSCI 341 Introduction to Databases: DS Major 3
303,1689,
303,1689,DSCI 342 Introduction to Data Science Systems 3
303,1689,
303,1689,DSCI 343 Introduction to Data Analysis 3
303,1689,
303,1689,DSCI 344 Scalable Parallel Data Analysis 3
303,1689,
303,1689,"DSCI 345 Files, Indexes and Access Structures for Big Data 3"
303,1689,
303,1689,EECS 132 Introduction to Programming in Java 3
303,1689,
303,1689,EECS 302 Discrete Mathematics 3
303,1689,
303,1689,EECS 340 Algorithms 3
303,1689,
303,1689,EECS 393 Software Engineering 3
303,1689,
303,1689,ENGL 398 Professional Communication for Engineers 2
303,1689,
303,1689,ENGR 398 Professional Communication for Engineers 1
303,1689,
303,1689,MATH 201 Introduction to Linear Algebra for Applications 3
303,1689,
303,1689,MATH 121 Calculus for Science and Engineering I 4
303,1689,
303,1689,MATH 122 Calculus for Science and Engineering II 4
303,1689,
303,1689,MATH 223 Calculus for Science and Engineering III 3
303,1689,
303,1689,MATH 224 Elementary Differential Equations 3
303,1689,
303,1689,PHYS 121 General Physics I - Mechanics 4
303,1689,
303,1689,PHYS 122 General Physics II - Electricity and Magnetism 4
303,546,Area I: Signal Processing
303,546,
303,546,EECS 246 Signals and Systems 4
303,546,
303,546,EECS 313 Signal Processing 3
303,546,
303,546,STAT 332 Statistics for Signal Processing 3
303,546,
303,546,Area II: Systems
303,546,
303,546,EECS 325 Computer Networks I 3
303,546,
303,546,or EECS 425 Computer Networks I
303,546,
303,546,EECS 338 Intro to Operating Systems and Concurrent Programming 4
303,546,
303,546,EECS 600 Special Topics (Cloud Computing) 1 - 18
303,546,
303,546,Area III: Analytics
303,546,
303,546,DSCI 390 Machine Learning for Big Data 3
303,546,
303,546,DSCI 391 Data Mining for Big Data 3
303,546,
303,546,EECS 339 Web Data Mining 3
303,546,
303,546,EECS 346 Engineering Optimization 3
303,546,
303,546,EECS 440 Machine Learning 3
303,546,
303,546,EECS 442 Causal Learning from Data 3
303,546,
303,546,Computer and Data Security Elective Requirement
303,546,
303,546,EECS 444 Computer Security 3
303,546,
303,546,MATH 408 Introduction to Cryptology 3
303,546,
303,546,Statistics Requirement
303,546,
303,546,MATH 380 Introduction to Probability 3
303,546,
303,546,STAT 325 Data Analysis and Linear Models 3
303,546,
303,546,Design Requirement
303,546,
303,546,DSCI 398 Engineering Projects I
303,546,
303,546,DSCI 399 Engineering Projects II
303,1323,First Year
303,1323,
303,1323,SAGES First Year Seminar* 4
303,1323,
303,1323,Principles of Chemistry for Engineers (CHEM 111) 4
303,1323,
303,1323,Calculus for Science and Engineering I (MATH 121) 4
303,1323,
303,1323,Introduction to Programming in Java (EECS 132) 3
303,1323,
303,1323,PHED (2 half semester courses)* 0
303,1323,
303,1323,SAGES University Seminar* 3
303,1323,
303,1323,General Physics I - Mechanics (PHYS 121) 4
303,1323,
303,1323,Calculus for Science and Engineering II (MATH 122) 4
303,1323,
303,1323,Introduction to Data Science and Engineering for Majors (DSCI 133) 3
303,1323,
303,1323,PHED (2 half semester courses)* 0
303,1323,
303,1323,Open Elective 3
303,1323,
303,1323,Year Total: 15 17
303,1323,
303,1323,
303,1323,
303,1323,Second Year
303,1323,
303,1323,SAGES University Seminar* 3
303,1323,
303,1323,General Physics II - Electricity and Magnetism (PHYS 122) 4
303,1323,
303,1323,Calculus for Science and Engineering III (MATH 223) 3
303,1323,
303,1323,Structured and Unstructured Data (DSCI 234) 3
303,1323,
303,1323,Discrete Mathematics (EECS 302) 3
303,1323,
303,1323,Introduction to Databases: DS Major (DSCI 341) 3
303,1323,
303,1323,Elementary Differential Equations (MATH 224) 3
303,1323,
303,1323,Algorithms (EECS 340) 3
303,1323,
303,1323,Breadth elective** 3
303,1323,
303,1323,Probability/Statistics Electivea 3
303,1323,
303,1323,Year Total: 16 15
303,1323,
303,1323,
303,1323,
303,1323,Third Year
303,1323,
303,1323,Introduction to Data Science Systems (DSCI 342) 3
303,1323,
303,1323,Software Engineering (EECS 393) 3
303,1323,
303,1323,Breadth elective** 3
303,1323,
303,1323,Introduction to Data Analysis (DSCI 343) 3
303,1323,
303,1323,Introduction to Linear Algebra for Applications (MATH 201) 3
303,1323,
303,1323,Professional Communication for Engineers (ENGL 398) 2
303,1323,
303,1323,Professional Communication for Engineers (ENGR 398) 1
303,1323,
303,1323,Scalable Parallel Data Analysis (DSCI 344) 3
303,1323,
303,1323,Computer and Data Security Electiveb 3
303,1323,
303,1323,"Files, Indexes and Access Structures for Big Data (DSCI 345) 3"
303,1323,
303,1323,Technical Electived 3
303,1323,
303,1323,Year Total: 15 15
303,1323,
303,1323,
303,1323,
303,1323,Fourth Year
303,1323,
303,1323,Technical Electived 3
303,1323,
303,1323,Technical Electivec 3
303,1323,
303,1323,DSCI 398 Senior Project I 4
303,1323,
303,1323,Technical electivec 3
303,1323,
303,1323,Breadth elective** 3
303,1323,
303,1323,Breadth elective** 3
303,1323,
303,1323,DSCI Technical electivec 3
303,1323,
303,1323,DSCI 399 Senior Project II 4
303,1323,
303,1323,Technical electived 3
303,1323,
303,1323,Open elective 3
303,1323,
303,1323,Year Total: 16 16
304,1392,Graduate Certificate in Strategic Business Analytics
304,1392,
304,1392,BUS 575: Introduction to Business Analytics (3 credits)
304,1392,
304,1392,BUS 600: Applied Business Analytics (3 credits)
304,1392,
304,1392,BUS 601: Managing Databases for Business Analytics (3 credits)
304,1392,
304,1392,BUS 602: Strategy for Business Analytics (3 credits)
304,1392,
304,1392,Graduate Certificate in Advanced Business Analytics
304,1392,
304,1392,BUS 603: SAS for Data and Statistical Analysis (1 credit)
304,1392,
304,1392,BUS 604: Advanced Business Analytics 1 (3 credits)
304,1392,
304,1392,BUS 605: Advanced Business Analytics 2 (3 credits)
304,1392,
304,1392,BUS 606: Practicum in Business Analytics (2 credits)
304,1392,
304,1392,"In addition to the courses above, a student must select one course from the following"
304,1392,
304,1392,list to reach 12/13 credit hours:
304,1392,
304,1392,• OSM 611: Forecasting (3 credits)
304,1392,
304,1392,• IST 660: Data Mining and Business Intelligence (4 credits)
304,1392,
304,1392,• IST 664: Business Geographic and GIS (4 credits)
304,1392,
304,1392,• PSY 611: Advanced Data Analysis with Computer Applications (4 credits)
304,1392,
304,1392,• ECN 625: Econometrics (4 credits)
304,1392,
304,1392,• CIS 660: Data Mining (4 credits)
304,1392,
304,1392,• MTH 521: Time Series Analysis (4 credits)
304,1392,
304,1392,• MTH 531: Categorical Data Analysis (4 credits)
304,1392,
304,1392,• MTH 537: Operations Research I (4 credits)
306,924,"Coursework includes fundamental information technology and statistical concepts, database management and data warehouses, regression analysis in business, optimization of business systems using management science models, and analysis of large data sets using data mining and business intelligence techniques."
306,1592,ISA 125. Introduction to Business Statistics. (3)
306,1592,
