ID,UNIVERSITY,CARNEGIE,DEGREE LEVEL,DEGREE,YEAR STARTED,REMOVE?,URL,CATEGORY,DEGREE RECODED,DATA SCIENCE,DEPARTMENT,DEPARTMENT RECODED,ONLINE,ON CAMPUS,COUNTRY,STATE,CITY,DOCS MADE?,CONTACT EMAIL,CONTACT NAME,ETHICS COURSE,ETHICS REQ,SKILLS,COURSES,MISSION,Notes,,# of COURSES
266,Cornell University,R1,M,Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science),,,https://stat.cornell.edu/academics/mps,Math,Data Science,TRUE,Department of Statistical Science,Data Science,F,T,US,NY,Ithaca,T,statistics@cornell.edu,,,,T,T,T,,,TRUE
267,Cornell University,R1,C,Data Analytics,,,https://sha.cornell.edu/admissions-programs/executive-education/catalog/online/certificates/SHAC25/,Data,Data Analytics,FALSE,Statistical & Data Sciences,Engineering (general),T,F,US,NY,Ithaca,T,,,,,T,T,F,,,FALSE
269,CUNY Bernard M Baruch College,R1,B,Data Analytics track,,,https://cis.baruch.cuny.edu/wp-login.php?redirect_to=https%3A%2F%2Fcis.baruch.cuny.edu%2Fundergraduate%2Fbba-cis%2Fdata-analytics%2F&reauth=1,Data,Data Analytics,FALSE,School of Business,Business/Management,F,T,US,NY,New York,T,radhika.jain@baruch.cuny.edu,Prof. Radhika Jain,,,T,T,F,,,TRUE
270,CUNY Graduate School and University Center,R1,M,Online Master of Science in Data Analytics,,,https://sps.cuny.edu/academics/graduate/master-science-data-analytics-ms,Data,Data Analytics,FALSE,CUNY School of Professional Studies,Interdisciplinary,F,T,US,NY,New York,T,DataScience@sps.cuny.edu,,,,T,T,T,,,TRUE
271,CUNY Queens College,R1,M,MA in Data Analytics & Applied Social Research,,,https://www.qc.cuny.edu/admissions/graduate/degree/pages/degreedetail.aspx?DegreeID=129,Social,Data Analytics,FALSE,Sociology Department,Other,T,F,US,NY,Flushing,T,,,,,F,T,F,,,FALSE
272,Fordham University,R2,M,Master of Science in Business Analytics,2012,,https://www.fordham.edu/info/21535/business_analytics,Business,Business Analytics,FALSE,Graduate School of Business,Business/Management,F,T,US,NY,Bronx,T,,,,,T,T,T,mission and skills are the same,,FALSE
274,Marist College,M1,C,Advanced Certificate in Business Analytics,,,https://www.marist.edu/computer-science-math/graduate/business-analytics,Business,Business Analytics,FALSE,School of Computer Science and Mathematics,Computer Science,T,F,US,NY,Poughkeepsie,T,graduate@marist.edu,,,,T,T,T,,,TRUE
275,New York University,R1,M,Master of Science in Data Science,2013,,https://cds.nyu.edu/masters-program/,Data,Data Science,TRUE,Center for Data Science,Data Science,T,F,US,NY,New York,T,datascience-group@nyu.edu ,,,,T,T,F,,,TRUE
276,New York University,R1,C,Advanced Certificate in Applied Urban Science and Informatics,,,https://cusp.nyu.edu/advanced-certificate/,Social,Other,FALSE,Center for Urban Science & Progress,Other,F,T,US,NY,New York,T,,,,,T,T,T,,,TRUE
277,New York University,R1,M,MS in Applied Urban Science and Informatics,,,https://cusp.nyu.edu/masters-degree/,Social,Other,FALSE,Center for Urban Science & Progress,Other,T,T,US,NY,New York,T,,,,,T,T,T,,,TRUE
278,New York University,R1,M,Master of Science in Applied Statistics for Social Science Research,,,https://steinhardt.nyu.edu/degree/ms-applied-statistics-social-science-research/how-apply,Social,Applied Statistics,FALSE,"Steinhardt School of Culture, Education, and Human Development: D",Other,T,F,US,NY,New York,T,steinhardt.a3sr@nyu.edu,,,,T,T,F,,,TRUE
279,New York University,R1,C,Certificate in Healthcare Informatics,,,https://www.sps.nyu.edu/professional-pathways/diplomas/applied-health/healthcare-informatics-for-clinicians.html,Health,Health Analytics,FALSE,School of Professional Studies: Management and Information Technology,Information,T,F,US,NY,New York,T,,,,,T,T,T,,,TRUE
281,New York University,R1,M,Master of Science in Business Analytics,2013,,https://www.stern.nyu.edu/programs-admissions/ms-business-analytics/academics/course-index,Business,Business Analytics,FALSE,Stern School of Business,Business/Management,T,F,US,NY,New York,T,,,,,T,T,T,,,TRUE
283,New York University,R1,B,BS in Applied Data Analytics and Visualization,,,https://www.sps.nyu.edu/homepage/academics/bachelors-degrees/bs-in-applied-data-analytics-and-visualization.html,Communication,Data Analytics,FALSE,School of Professional Studies,Data Science,F,T,US,NY,New York,T,,,,,T,T,T,mission and skills the same,,TRUE
284,Pace University,R3,M,MS in Customer Intelligence and Analytics,2013,,https://www.pace.edu/lubin/ms-in-customer-intelligence-analytics,Business,Business Intelligence,FALSE,Lubin School of Business,Business/Management,T,F,US,NY,New York,T,,,,,T,T,F,,,TRUE
286,Rensselaer Polytechnic Institute,R2,M,MS in Business Analytics,2013,,https://lallyschool.rpi.edu/ms-business-analytics,Business,Business Analytics,FALSE,Lally School of Management,Business/Management,F,T,US,NY,Troy,T,lallygrad@RPI.edu,,,,T,T,T,mission and skills the same,,TRUE
290,The New School,R2,M,Data Visualization (MS),,,https://www.newschool.edu/parsons/ms-data-visualization/,Communication,Other,FALSE,"Parsons' School of Art, Media, and Technology (AMT).",Other,T,F,US,NY,New York,T,aaron.hill@newschool.edu,AARON HILL,,,T,T,T,,,TRUE
291,Trocaire College,SF,C,Certificate in Healthcare Informatics,,,https://trocaire.edu/academic-program/healthcare-informatics/,Health,Health Analytics,FALSE,Healthcare Informatics,Health Informatics,T,F,US,NY,Buffalo,T,,,,,T,T,T,,,FALSE
292,Union Graduate College,M2,M,Master of Science in Healthcare Data Analytics,,,https://www.clarkson.edu/graduate/healthcare-data-analytics,Health,Data Analytics,FALSE,School of Management,Data Science,T,F,US,NY,Schenectady,T,graduate@clarkson.edu,,,,T,T,T,,,FALSE
294,University of Rochester,R1,M,Professional MS in Computer Science (Concentration in Data Analytics),,,https://www.cs.rochester.edu/graduate/masters-program.html,Data,Data Analytics,FALSE,Department of Computer Science,Data Science,F,T,US,NY,Rochester,T,,,,,F,T,F,,,TRUE
297,University of Rochester,R1,M,MS in Business Administration (Concentration in Business Analytics),,,https://simon.rochester.edu/programs/full-time-ms-in-business-analytics/index.aspx,Business,Business Analytics,FALSE,Simon School of Business,Business/Management,F,T,US,NY,Rochester,T,admissions@simon.rochester.edu,,,,T,T,T,,,TRUE
299,Bowling Green State University,R2,M,Master of Science in Applied Statistics (specialization in Business Analytics),,,https://www.bgsu.edu/business/departments-and-programs/applied-statistics-and-operations-research/graduateprograms.html,Math,Applied Statistics,FALSE,Department of Applied Statistics & Operations Research/Department of Mathem,Mathematics/Statistics,F,T,US,OH,Bowling Green,T,cmrump@bgsu.edu,"Dr. Chris Rump, Graduate Coordinator",,,T,T,T,,,TRUE
300,Bowling Green State University,R2,M,M.S. in Analytics,2014,,https://www.bgsu.edu/graduate/analytics.html,Data,Data Analytics,FALSE,Graduate College,Data Science,F,T,US,OH,Bowling Green,T,msanalytics@bgsu.edu,"Program Director, Tammy Oelkrug",,,T,T,T,,,TRUE
301,Case Western Reserve University,R1,D,Systems Biology and Informatics,,,https://case.edu/medicine/nutrition/sybb,Bio,Data Science,FALSE,Molecular and Computational Biology,Data Science,F,T,US,OH,Cleveland,T,SYBB@case.edu,"David T. Lodowski, PhD, Co-director
Mark Chance, PhD, Co-­director",,,T,T,F,,,TRUE
303,Case Western Reserve University,R1,B,Bachelor of Science in Data Science and Analytics,,,https://case.edu/datascience/students/degree-programs/bachelor-science  https://bulletin.case.edu/schoolofengineering/elecengcompsci/#undergraduatetext,Data,Data Science,TRUE,Department of Electrical Engineering and Computer Science,Computer Science,F,T,US,OH,Cleveland,T,,,,,T,T,T,,,TRUE
304,Cleveland State University,R2,C,Graduate Certificate in Strategic Business Analytics,,,https://business.csuohio.edu/sites/csuohio.edu.business/files/bus_analytics_broch_06092014.pdf      ,Business,Business Analytics,FALSE,Monte Ahuja College of Business,Business/Management,T,F,US,OH,Cleveland,T,graduatebusprograms@csuohio.edu,,,,T,F,T,need to submit a request for more info,,FALSE
305,Cleveland State University,R2,C,Graduate Certificate in Advanced Business Analytics,,,https://business.csuohio.edu/analytics/academic-programs-in-business-analytics?_ga=2.63879087.1092086555.1583370479-1365612238.1583370479,Business,Business Analytics,FALSE,Monte Ahuja College of Business,Business/Management,T,F,US,OH,Cleveland,T,,,,,T,F,T,same info listed as #304 and need to request more info,,FALSE
306,Miami University of Ohio,R2,B,Business Analytics Minor,,,http://miamioh.edu/academics/majors-minors/minors/business-analytics.html,Business,Business Analytics,FALSE,Business,Business/Management,F,T,US,OH,Oxford,T,,,,,F,T,T,,,TRUE
307,Miami University of Ohio,R2,B,I.S. and Analytics,,,http://miamioh.edu/fsb/academics/isa/academics/majors/index.html,Data,Business Analytics,FALSE,Business,Business/Management,F,T,US,OH,Oxford,T,,,,,T,T,T,,,TRUE
310,Ohio State University,R1,M,Master of Public Health in Biomedical Informatics,,,https://medicine.osu.edu/departments/biomedical-informatics/education/masters-degrees-in-infomatics,Bio,Health Analytics,FALSE,College of Medicine,Health Informatics,T,F,US,OH,Columbus,T,,,,,F,T,T,,,TRUE
312,Ohio State University,R1,B,Data Analytics,,,https://data-analytics.osu.edu/,Data,Data Analytics,FALSE,Interdisciplinary,Interdisciplinary,F,T,US,OH,Columbus,T,,,,,T,T,F,,,TRUE
313,University of Cincinnati,R1,M,Master of Science in Health Informatics,,,http://mshi.uc.edu/,Health,Health Informatics ,FALSE,College of Allied Health Sciences,Health Informatics,T,T,US,OH,Cincinnati,T,,,,,T,T,F,,,TRUE
314,University of Cincinnati,R1,M,Master of Science in Business Analytics,2011,,https://business.uc.edu/academics/specialized-masters/business-analytics.html,Business,Business Analytics,FALSE,Lindner College of Business,Business/Management,F,T,US,OH,Cincinnati,T,Kevin.Mussman@uc.edu,Kevin Mussman,,,F,T,F,,,TRUE
318,University of Oklahoma,R1,M,Master of Science in Data Science and Analytics,,,https://www.ou.edu/coe/dsai/academics/ms,Data,Data Science,TRUE,Data Science and Analytics Institute,Data Science,F,T,US,OK,Norman,T,datascience@ou.edu,,,,T,T,F,,,TRUE
320,Oregon State University,R1,M,MBA in Business Analytics,,,https://business.oregonstate.edu/mba/academics/onlineportland-degree-programs/business-analytics,Business,Business Analytics,FALSE,College of Business,Business/Management,F,T,US,OR,Corvallis,T,mba.info@oregonstate.edu,,,,T,T,T,,,TRUE
322,Carnegie Mellon University,R1,M,Master of Computational Data Science (MCDS),,,https://mcds.cs.cmu.edu/,Data,Data Science,TRUE,School of Computer Science,Data Science,F,T,US,PA,Pittsburgh,T,ltiwebmaster@cs.cmu.edu,,,,T,T,T,,,TRUE
323,Carnegie Mellon University,R1,M,MBA: Business Analytics Track,,,https://www.cmu.edu/tepper/programs/mba/curriculum/tracks/business-analytics.html                           https://analytics.tepper.cmu.edu/curriculum/,Business,Business Analytics,FALSE,Tepper School of Business,Business/Management,T,F,US,PA,Pittsburgh,T,vanhoeve@andrew.cmu.edu,Willem-Jan Van Hoeve,,,T,T,T,,,TRUE
326,Carnegie Mellon University,R1,D,Machine Learning,,,https://www.ml.cmu.edu/academics/machine-learning-phd.html,Data,Other,FALSE,Machine learning ,Other,F,T,US,PA,Pittsburgh,T,sharonw@cs.cmu.edu,Sharon Cavlovich,,,T,T,T,,,TRUE
327,Carnegie Mellon University,R1,M,Master of Statistical Practice,,,http://www.stat.cmu.edu/academics/graduate/the-masters-in-statistical-practice-program,Math,Applied Statistics,FALSE,Statistics,Mathematics/Statistics,F,T,US,PA,Pittsburgh,T,webmaster@stat.cmu.edu,,,,F,T,F,,,TRUE
329,Drexel University,R2,C,Certificate in Healthcare Informatics,,,https://drexel.edu/cci/academics/professional-development-programs/certificate-in-healthcare-informatics/,Health,Health Analytics,FALSE,Drexel University's Institute for Healthcare Informatics,Other,F,T,US,PA,Philadelphia,T,cciinfo@drexel.edu,,,,F,T,T,,,TRUE
330,Drexel University,R2,M,Online Master's in Health Informatics,,,https://online.drexel.edu/online-degrees/information-sciences-degrees/ms-hci/index.aspx,Health,Health Informatics ,FALSE,College of Computing and Informatics with support from Drexel University's,Health Informatics,T,F,US,PA,Philadelphia,T,cciinfo@drexel.edu,,,,T,T,F,,,TRUE
331,Drexel University,R2,M,M.S. in Business Analytics,2012,,https://www.lebow.drexel.edu/academics/graduate/master-of-science/ms-business-analytics,Business,Business Analytics,FALSE,LeBow College of Business,Business/Management,F,T,US,PA,Philadelphia,T,ma33@drexel.edu,Murugan Anandarajan,,,T,T,F,,,TRUE
332,Harrisburg University of Science and Technology,M3,M,Online Master of Science in Analytics,2013,,https://harrisburgu.edu/anms-program-main/,Data,Data Analytics,FALSE,Graduate Education,Data Science,T,T,US,PA,Harrisburg,T,,,,,T,T,T,,,TRUE
333,La Salle University,M1,M,M.S. in Analytics,2015,,https://www.lasalle.edu/analytics/,Data,Data Analytics,FALSE,College of Professional & Continuing Studies,Data Science,F,T,US,PA,Philadelphia,T,mccoey@lasalle.edu,Margaret Mccoey,,,T,T,F,,,TRUE
336,Pennsylvania State University,R1,D,Social Data Analytics,,,https://soda.la.psu.edu/soda/,Data,Data Analytics,FALSE,Interdisciplinary,Data Science,F,T,US,PA,University Park,T,bdss-igert@psu.edu,,,,F,T,F,,,TRUE
337,Pennsylvania State University,R1,C,Graduate Certificate in Applied Statistics,,,https://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/overview,Math,Applied Statistics,FALSE,Eberly College of Science,Mathematics/Statistics,F,T,US,PA,University Park,T,wdadmissions@outreach.psu.edu,,,,T,T,F,,,TRUE
338,Pennsylvania State University,R1,M,Master of Applied Statistics,,,https://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-masters/overview,Math,Applied Statistics,FALSE,Eberly College of Science,Mathematics/Statistics,T,F,US,PA,University Park,T,mchow@psu.edu,"Dr. Mosuk Chow
Program Director, Master of Applied Statistics Program",,,T,T,F,,,TRUE
339,Pennsylvania State University,R1,C,Graduate Certificate in Business Analytics,,,https://www.worldcampus.psu.edu/degrees-and-certificates/business-analytics-certificate/overview,Business,Business Analytics,FALSE,Smeal College of Business,Business/Management,T,F,US,PA,University Park,T,banhelponline@psu.edu,,,,T,T,T,,,TRUE
340,Pennsylvania State University,R1,M,Master of Professional Studies in Data Analytics,,,https://www.worldcampus.psu.edu/degrees-and-certificates/data-analytics-base/overview,Data,Data Analytics,FALSE,Penn State World Campus,Data Science,F,T,US,PA,University Park,T,DataAnalytics@psu.edu,Dr. Amanda Neill,,,T,T,T,,,TRUE
344,Saint Joseph's University,M1,M,Master of Science in Business Intelligence & Analytics Program,,,https://www.sju.edu/degree-programs/business-intelligence-analytics-ms,Business,Business Intelligence,FALSE,Erivan K. Haub School of Business,Business/Management,T,F,US,PA,Philadelphia,T,form,,,,F,T,T,,,TRUE
345,Saint Joseph's University,M1,M,Online Master's in Health Administration: Informatics Specialization,,,https://online.sju.edu/graduate/masters-health-administration/concentration/informatics,Health,Health Informatics ,FALSE,St Joseph's University Online,Health Informatics,F,T,US,PA,Philadelphia,T,form,,,,T,T,T,,,TRUE
347,Temple University,R1,M,Master of Science in Health Informatics,,,https://www.temple.edu/academics/degree-programs/health-informatics-ms-hp-hlti-ms,Health,Health Informatics ,FALSE,Health Information Management Department (College of Health Professions) an,Health Informatics,T,F,US,PA,Philadelphia,T,info@cahiim.org,,,,T,T,T,,,FALSE
349,University of Pittsburgh-Bradford,BDF,M,Master's Degree in Biostatistics,,,https://www.publichealth.pitt.edu/biostatistics-ms,Bio,Health Analytics,FALSE,Graduate School of Public Health,Health Informatics,F,F,US,PA,Bradford,T,biostat@pitt.edu,,,,T,T,T,,,TRUE
350,University of Pittsburgh-Pittsburgh Campus,R1,M,MSIS - Big Data Analytics,,,http://www.ischool.pitt.edu/ist/degrees/specializations/big-data.php,Data,Data Analytics,FALSE,School of Information Sciences,Information,T,T,US,PA,Pittsburgh,T,sciadmit@pitt.edu,,,,T,T,T,,,TRUE
352,Villanova University,R2,M,Master of Science in Applied Statistics,,,https://www1.villanova.edu/villanova/artsci/mathematics/academic-programs/msapplied.html,Math,Applied Statistics,FALSE,Liberal Arts and Sciences,Mathematics/Statistics,F,T,US,PA,Villanova,T,jesse.frey@villanova.edu,Dr. Jesse Frey,,,T,T,T,,,TRUE
355,Brown University,R1,M,Big Data,,,https://www.brown.edu/initiatives/data-science/masters-degree,Data,Data Science,FALSE,Computer Science,Computer Science,F,T,US,RI,Providence,T,,,,,T,T,T,,,TRUE
356,College of Charleston,M1,B,Data Science,,,http://datascience.cofc.edu/,Data,Data Science,TRUE,Computer Science,Computer Science,F,T,US,SC,Charleston,T, andersonpe2@cofc.edu,Paul Anderson,,,T,T,F,,,TRUE
357,Medical University of South Carolina,SF,M,Master of Science in Health Informatics,,,https://chp.musc.edu/academics/health-informatics,Health,Health Informatics ,FALSE,College of Health Professions,Health Informatics,T,F,US,SC,Charleston,T,,,,,T,T,T,,,FALSE
358,University of South Carolina-Columbia,R1,M,Master of Applied Statistics,,,https://sc.edu/study/colleges_schools/artsandsciences/statistics/index.php,Math,Applied Statistics,FALSE,Department of Statistics,Mathematics/Statistics,F,T,US,SC,Columbia,T,form,,,,T,T,T,,,TRUE
359,Dakota State University,M3,M,Analytics,2014,,https://dsu.edu/programs/msa/index.html,Data,Business Analytics,FALSE,Business and Information Systems,Business/Management,T,T,US,SD,Madison,T,gradoffice@dsu.edu,,,,T,T,T,,,TRUE
360,South Dakota State University,R2,D,Computational Science and Statistics,,,https://www.sdstate.edu/mathematics-statistics/computational-science-and-statistics-phd,Math,Data Science,FALSE,Mathematics and Statistics,Mathematics/Statistics,F,T,US,SD,Brookings,T,donald.vestal@sdstate.edu,,,,T,T,T,,,TRUE
361,South Dakota State University,R2,M,Data Science,2014,,https://www.sdstate.edu/mathematics-statistics/master-science-data-science,Data,Data Science,TRUE,Mathematics and Statistics,Mathematics/Statistics,F,T,US,SD,Brookings,T,,,,,T,T,T,,,TRUE
364,Middle Tennessee State University,R3,M,Master of Science in Professional Science (M.S.) with a concentration in Health Care Informatics,,,http://catalog.mtsu.edu/preview_program.php?catoid=9&poid=2308&returnto=377,Health,Health Informatics ,FALSE,College of Basic and Applied Sciences,Other,T,T,US,TN,Murfreesboro,T,,,,,F,T,F,,,TRUE
365,Middle Tennessee State University,R3,M,Master of Science in Information Systems (Business Intelligence and Analytics Concentration),,,https://www.mtsu.edu/programs/information-systems-ms/#business,Business,Information Systems,FALSE,Department of Computer Information Systems,Information,F,T,US,TN,Murfreesboro,T,jeff.clark@mtsu.edu,Jeff Clark,,,F,T,T,,,TRUE
367,University of Tennessee at Knoxville,R1,M,Master of Science in Business Analytics,2010,,https://haslam.utk.edu/business-analytics-statistics/msba,Business,Business Analytics,FALSE,College of Business Administration,Business/Management,F,T,US,TN,Knoxville,T,vossler@utk.edu,,,,T,T,F,,,TRUE
368,University of Tennessee at Knoxville,R1,M,MBA with Business Analytics Concentration,,,https://haslam.utk.edu/full-time-mba/specializations,Business,Business Analytics,FALSE,College of Business Administration,Business/Management,T,F,US,TN,Knoxville,T,,,,,T,T,F,,,TRUE
370,University of Memphis,R2,M,Master's Program in Bioinformatics,,,https://www.memphis.edu/bioinformatics/program/index.php,Bio,Other,FALSE,College of Arts and Sciences,Other,T,F,US,TN,Memphis,T,bioinformatics@memphis.edu,,,,T,T,F,,,TRUE
371,Southern Methodist University,R2,M,Statistics and Data Analytics,2013,,https://www.smu.edu/Dedman/Academics/Departments/Statistics/Graduate,Math,Data Analytics,FALSE,Statistics,Mathematics/Statistics,F,T,US,TX,Dallas,T,,,,,T,T,F,,,TRUE
373,St. Mary's University,M2,B,Data Analytics,,,https://www.stmarytx.edu/academics/programs/accounting-data-analytics/,Data,Data Analytics,FALSE,Business,Business/Management,F,T,US,TX,San Antonio,T,kroyalty@stmarytx.edu ,"Kent W. Royalty, LL.M. ",,,F,T,F,,,TRUE
375,Texas A & M University-College Station,R1,M,M.S. in Analytics,2013,,https://mays.tamu.edu/ms-analytics/,Data,Data Analytics,FALSE,Department of Statistics,Mathematics/Statistics,T,F,US,TX,College Station,T,analytics@tamu.edu,"Myra Gonzalez
Program Director
(979) 845-6855
myra-g@tamu.edu
 ",,,F,T,F,,,FALSE
378,University of Texas at Dallas,R1,M,Master of Science in Marketing with Specialization in Marketing Analytics,,,https://jindal.utdallas.edu/marketing/ms-marketing/#02-degree-plan/,Business,Business Analytics,FALSE,Naveen Jindal School of Management,Business/Management,T,F,US,TX,Richardson,T,form,,,,T,T,F,,,TRUE
379,University of Texas at Dallas,R1,M,Master of Science in Healthcare Management with Specialization in Healthcare informatics,,,https://jindal.utdallas.edu/osim/ms-healthcare-management/,Health,Health Informatics ,FALSE,Naveen Jindal School of Management,Business/Management,T,F,US,TX,Richardson,T,form,,,,T,T,F,,,TRUE
381,University of Texas at San Antonio,R2,M,Master of Science in Applied Statistics,,,https://graduateschool.utsa.edu/programs/applied-statistics-m.s/,Math,Applied Statistics,FALSE,College of Business,Business/Management,T,F,US,TX,San Antonio,T,ram.tripathi@utsa.edu,"Graduate Advisor of the College of Business: Ram Tripathi, Ph.D.
",,,T,T,T,,,TRUE
382,University of Texas at Dallas,R1,M,MS or MBA - Business Analytics,2015,,https://www.udallas.edu/cob/academics/ms/business_analytics/index.php,Business,Business Analytics,FALSE,Satish and Yasmin Gupta College of Business,Business/Management,F,T,US,TX,Dallas,T,aapulido@udallas.edu,Anthony Pulido,,,T,T,T,,,TRUE
384,University of Utah,R1,M,MS in Computing: Data Management & Analysis,,,https://www.cs.utah.edu/graduate/hb2014-15/gradhbk2014-15-ms-guidelines/,Data,Data Analytics,FALSE,School of Computing,Computer Science,T,T,US,UT,Salt Lake City,T,,,,,F,T,T,,,TRUE
385,Westminster College,M1,B,Minor in Data Science,,,https://catalog.westminstercollege.edu/undergraduate2016-2017/data-science-data/,Data,Data Science,TRUE,Data Science,Data Science,F,T,US,UT,Salt Lake City,T,,,,,T,T,T,,,TRUE
386,George Mason University,R1,C,Spatial Business Intelligence Graduate Certificate,,,https://catalog.gmu.edu/colleges-schools/science/geography-geoinformation-science/geospatial-intelligence-graduate-certificate/,Business,Business Intelligence,FALSE,School of Management,Business/Management,T,F,US,VA,Fairfax,T,,,,,T,T,T,,,TRUE
388,George Mason University,R1,B,Computational Data Sciences Minor,,,https://catalog.gmu.edu/colleges-schools/science/computational-data-sciences/computational-data-sciences-minor/,Data,Data Science,TRUE,"School of Physics, Astronomy, and Computational Sciences",Computer Science,F,T,US,VA,Fairfax,T,csug@gmu.edu,,,,T,T,T,,,TRUE
389,George Mason University,R1,D,Computational Sciences and Informatics,,,https://catalog.gmu.edu/colleges-schools/science/computational-data-sciences/computational-sciences-informatics-phd/,Data,Data Science,FALSE,"School of Physics, Astronomy, and Computational Sciences",Computer Science,F,T,US,VA,Fairfax,T,csug@gmu.edu,,,,T,T,T,,,FALSE
390,George Mason University,R1,M,MS in Data Analytics Engineering,2014,,https://catalog.gmu.edu/colleges-schools/engineering/data-analytics-engineering-ms/,Data,Data Analytics,FALSE,Volgenau School of Engineering,Engineering (general),T,F,US,VA,Fairfax,T,jbaldo@gmu.edu,"James Baldo, program director",,,T,T,T,,,FALSE
394,Virginia Commonwealth University,R1,M,"Master of Science in Business, concentration in Decision Sciences and Business Analytics",2014,,http://bulletin.vcu.edu/graduate/school-business/mba-programs/business-administration-business-analytics/,Business,Business Analytics,FALSE,School of Business,Business/Management,F,T,US,VA,Richmond,T,gouldmana@vcu.edu,"Graduate program director
Austen Gouldman",,,T,T,T,,,TRUE
395,Virginia Tech,R1,B,Computational Modeling and Data Analytics,,,https://www.ais.science.vt.edu/cmda.html,Data,Data Analytics,FALSE,College of Science,Data Science,F,T,US,VA,Blacksburg,T,pleim@vt.edu,"Michel Pleimling, Director",,,T,T,T,,,TRUE
397,Bellevue College,BAC,C,Healthcare Data Analyst Certificate,,,https://www.bellevuecollege.edu/hci/certificates/healthcare-data-analytics/,Health,Health Analytics,FALSE,Bellevue College Continuing Education,Other,T,F,US,WA,Bellevue,T,cehealthprograms@bellevuecollege.edu,,,,T,T,T,,,FALSE
399,Seattle University,M1,C,Graduate Certificate in Business Analytics,,,https://www.seattleu.edu/business/graduate/certificates/business-analytics/,Business,Business Analytics,FALSE,Albers School of Business and Economics,Business/Management,T,F,US,WA,Seattle,T,,,,,T,T,T,,,FALSE
400,University of Washington in Seattle,R1,M,M.S. in Data Science,,,https://www.washington.edu/datasciencemasters/,Data,Data Science,TRUE,Interdisciplinary,Interdisciplinary,F,T,US,WA,Seattle,T,datasciencemasters@uw.edu,,,,T,T,T,,,TRUE
402,University of Washington Tacoma,M1,D,Big Data,,,https://www.stat.washington.edu/academics/graduate/programs/machinelearning,Data,Other,FALSE,Interdisciplinary,Interdisciplinary,F,T,US,WA,Tacoma,T,,,,,T,T,T,,,TRUE
404,University of Washington Tacoma,M1,C,Certificate in Business Intelligence,,,https://www.pce.uw.edu/certificates/data-analytics-techniques-for-decision-making,Business,Business Intelligence,FALSE,UW Department of Computer Science & Engineering,Computer Science,F,T,US,WA,Tacoma,T,form,,,,T,T,T,,,TRUE
405,University of Wisconsin-Madison,R1,M,Master of Engineering in Data Analytic,,,https://uwmadison.app.box.com/s/c7glzovetwlibo7h1e8isy4m9xc8sv3b,Data,Data Analytics,FALSE,Department of Engineering Professional Development,Engineering (general),F,T,US,WI,Madison,T,form,,,,T,T,T, ,,FALSE
409,University of Wisconsin-Milwaukee,R1,C,Online Graduate Certificate in Business Analytics,,,https://catalog.uwm.edu/business/business-analytics-graduate-certificate/,Business,Business Analytics,FALSE,The Lubar School of Business,Business/Management,F,F,US,WI,Milwaukee,T,mba-ms@uwm.edu,Graduate Student Services,,,T,T,T,,,TRUE
410,West Virginia University,R1,M,Master of Professional Studies in Statistical and Data Sciences,,,http://www.stat.wvu.edu/Programs/mpsstat.html,Math,Data Science,TRUE,Department of Statistics,Mathematics/Statistics,F,T,US,WV,Morgantown,T,stat@mail.wvu.edu,,,,T,T,T,,,TRUE
533,University of Alabama at Birmingham,R1,M,M.S. in Data Science,2018,,https://www.uab.edu/cas/computerscience/graduate-programs/masters-programs/msds,Data,Data Science,TRUE,College of Arts and Sciences,Computer Science,,,US,AL,Birmingham,T,,,,,T,T,T,,,TRUE
535,Alliant International University,R3,M,Master of Science in Data Analytics,,,https://info.alliant.edu/data-analytics-ms/?lead_source=google&lead_distro=online&lead_medium=ppc&campaign=Google%20-%20Cons%20-%20Leads%20-%20Brand_G%20-%20GEN&ad_group=alliant%20-%20international%20-%20university&network=g&device=c&keyword=%2Balliant%20%2Binternational%20%2Buniversity&leadfreeform1=kwd-300769206631&leadfreeform2=62043460778&leadfreeform3=1600409965&match_type=b&gclid=Cj0KCQiAwP3yBRCkARIsAABGiPr_g-lQc8b4TfXpg-f09bAyj6TQ8Ccxn0ifwu28ajHbluPIRb1HfQkaAigbEALw_wcB%3F,Data,Data Analytics,FALSE,California School of Management and Leadership,Business/Management,,,US,CA,San Diego,T,,,,,T,T,T,,,FALSE
536,American University,R2,M,Master of Science in Computer Science-Data Science,2018,,https://www.american.edu/cas/cs/ms/,Data,Data Science,TRUE,College of Arts and Sciences-Department of Math and Stat,Mathematics/Statistics,,,US,DC,"Washington, DC",T,,,,,T,T,T,,,TRUE
537,American University,R2,C,Graduate Certificate in Data Science,,,https://www.american.edu/cas/mathstat/ms/data-science-certificate.cfm,Data,Data Science,TRUE,College of Arts and Sciences-Department of Math and Stat,Mathematics/Statistics,,,US,DC,"Washington, DC",T,,,,,T,T,T,,,FALSE
541,Appalachian State University,M1,M,M.S. in Applied Data Analytics,2016,,https://business.appstate.edu/academics/graduate-programs/ms-applied-data-analytics,Data,Data Analytics,FALSE,Walker College of Business,Business/Management,,,US,NC,Boone,T,,,,,T,T,T,,,TRUE
