<<<<<<< HEAD
degree_id,course_id,course
356,10228,financial markets in us economy
356,10233,special topics in economics
356,10235,senior seminar in economics
356,10238,introduction to econometrics
356,11816,economics internship
356,11818,new venture modeling
356,11819,new venture planning
356,11820,financing new ventures
356,11821,special topics in entrepreneurship
356,11822,research in entrepreneurship
356,11823,social entrepreneurship
356,7746,ecopreneurship
356,5023,independent study in entrepreneurship
356,5032,seminar in entrepreneurship
356,5045,health sciences entrepreneurship
356,9475,bachelor's essay in entrepreneurship
356,9131,business finance
356,9161,management of financial institutions
356,9165,intermediate business finance
356,9204,special topics in finance
356,9237,international financial management
356,9280,individual risk management and insurance
356,9281,corporate risk management and insurance
356,3515,financial management information systems
356,4565,investment analysis
356,4566,fixed income investment analysis
356,4567,derivatives securities
356,4570,seminar in finance
356,4575,advanced business finance
356,4593,advanced valuation and corporate financial analysis
356,4572,finance internship
356,4574,applied portfolio management i
356,4577,applied portfolio management ii
356,4579,enterprise data management
356,4580,business analytics
356,4582,special topics in information management
356,4583,enterprise resource planning
356,4590,global commerce and enterprise
356,4592,global operations & technology management
356,4594,international business
356,4596,international business internship
356,9212,special topics in international business
356,9216,international social enterprise and development
356,9228,global strategic management
356,9252,independent study in international business
356,9254,marketing concepts
356,9256,marketing research
356,9257,international marketing
356,9259,retailing management
356,9260,consumer behavior
356,9265,advertising
356,9267,public relations
356,9268,purchasing and supply chain management
356,9282,integrated marketing communications
356,9284,sports marketing
356,9285,social media marketing
356,9286,special topics in marketing
356,9291,strategic marketing
356,9298,marketing internship
356,9302,special topics in supply chain management
356,9305,lean and six sigma
356,9306,green supply chain management
356,2763,supply chain planning and analysis
356,12423,independent study in supply chain management
356,12488,supply chain and operations strategy
356,12541,internship in supply chain management
356,1104,bachelor's essay in supply chain management
356,8680,introduction to data science
356,11283,dataset organization and management
356,1811,data science capstone
356,5356,introductory calculus
356,5242,linear algebra
356,2268,discrete structures i
356,5491,statistical methods i
356,5273,statistical methods ii
356,5288,statistical learning i
356,2903,statistical learning ii
356,9025,computer programming i
356,7953,programming i laboratory
356,7954,computer programming ii
356,7956,data structures and algorithms
356,2226,advanced algorithms
356,3538,data mining
356,2227,principles of artificial intelligence
356,2228,server-side web programming
356,7955,functional and logic programming
356,7942,database concepts
356,7943,user interface development
356,7946,automata and formal languages
356,7947,principles of compiler design
356,7948,concepts of database implementation
356,7949,computer networks
356,7950,architecture of advanced computer systems
356,7951,service-oriented computing
356,7952,principles of computer graphics
356,2279,discrete structures ii
356,3382,differential equations
356,9427,axiomatic geometry
356,2344,advanced linear algebra
356,2335,abstract algebra ii
356,2339,advanced calculus ii
356,2277,complex analysis
356,2333,reading and research
356,2338,partial differential equations
356,2340,mathematical statistics i
356,3368,mathematical statistics ii
356,3369,numerical analysis
356,3371,linear models
356,3372,linear programming and optimization
356,3373,operations research
356,3374,bayesian statistical methods
356,3375,stochastic processes
356,3376,time series
356,3377,mathematical modeling
356,3378,statistical consulting
356,3380,topics in applied mathematics
356,3381,topics in pure mathematics
356,3383,practicum in mathematics
356,3385,business analytics emphasis
389,9423,computational science tools
389,9425,introduction to scientific programming
389,9428,data and data systems in the physical sciences
389,9431,statistical inference
389,9432,bayesian inference and decision theory
389,9444,regression analysis
389,9453,times series analysis and forecasting
389,9454,fundamentals of materials science
389,9455,numerical methods
389,9456,scientific databases
389,9458,foundations of computational science
389,9459,high-performance computing
389,9460,scientific and statistical visualization
389,9462,topics in computational sciences and informatics
389,10124,computational fluid dynamics i
389,11463,topics in bioinformatics
389,11464,numerical linear algebra
389,11465,the mathematics of the finite element method
389,12581,linear and nonlinear modeling in the natural sciences
389,12587,nonlinear optimization and applications
389,12583,earth science data and advanced data analysis
389,12591,visualization and modeling of complex systems
389,1037,computational statistics
389,11743,statistical learning
389,12559,statistical graphics and data exploration
389,8524,principles of knowledge mining
389,12645,computational physics and applications
389,12127,statistical mechanics for modeling and simulation
389,12590,computational quantum mechanics
389,10263,molecular dynamics modeling
389,12645,computational materials science
389,13118,simulation of large-scale physical systems
389,11745,computational learning and discovery
389,12602,measure and linear spaces
389,1178,geometric methods in statistics
345,12645,health administration
345,12572,health care law
345,12604,financial management of health care organizations
345,12647,ethics of health care
345,12128,managed health care
345,11744,health care organization
345,12597,accounting for health care organizations
345,12648,health care informatics
345,2596,health services research
345,2595,health policy
345,13227,computer-based patient record
345,1944,health care and the internet
345,1945,epidemiology and community health
345,1960,health information management systems applications
345,1961,health information management systems data and infrastructure
360,1965,introduction to r
360,4176,statistical methods ii
360,4264,statistical programming
370,4231,current lit in bioinformatics
370,4177,research seminar in bioinformatics
370,4235,introduction to bioinformatics
370,4199,introduction to probability theory
370,4184,least/sq regr/analysis
370,4170,molecular biol of gene
370,4224,molecular biology of cancer
370,4164,introduction to genomics & bioinformatics
370,4234,survey of genomics & bioinformatics
370,7371,cellular and molecular pharmacology
370,4841,cell and molecular biology
370,4844,data science for biology
370,4847,intro programming
370,4848,intro to java programming
370,4849,intro data mining
370,4850,system admin and unix programming
370,4851,intro machine learning
370,4852,foundation of software eng
370,4853,database systems
370,4855,advanced database systems
370,4856,data mining
370,4857,information retrieval / web search
370,4858,fundamentals of data science
370,4859,operating & distributed systems
370,4860,machine learning
370,4861,natural lang processng
370,4862,introduction to sas programming
370,4863,r for data proc and visual
370,4864,intro to applied statistics
370,4865,intro statistical theory
370,4866,statistical learning i
370,4867,statistical learning ii
370,4868,stat gene expression
370,4869,adv prog in sas
370,4870,statistical programming w/ r
370,4872,analysis of variance
370,4873,design of experiments
370,4874,non-parametric methods
370,4875,multivariate methods
370,4876,bayesian inference
370,4877,bootstrap and other re-sampling methods
370,4878,bus database systems
370,4879,biostatistical methods i
370,4880,biostatistical methods ii
370,4881,biostat in bioinformatics
390,1400,analytics: big data to information
390,4043,principles of data management and mining
390,10851,theory and applications of data mining
390,5010,data analytics project
390,10836,analytics and decision analysis
390,10877,operations research: deterministic models
390,12427,applied statistics and visualization for analytics
390,10882,applied statistics i
397,8212,introduction to the healthcare environment
397,8156,introduction to electronic health record systems
397,1736,applied statistics
397,8167,introduction to healthcare data standards and quality
397,5400,"data visualization, including tableau"
397,7320,healthcare data analytics applications
397,10776,operations analysis in healthcare
400,5071,introduction to statistics & probability
400,13996,data science visualization lab
400,5073,applied statistics & experimental design
400,5059,data management for data science
400,5076,statistical machine learning for data scientists
400,5061,software design for data science
400,5064,scalable data systems & algorithms
400,5057,human-centered data science
402,268,advanced statistical learning
402,280,machine learning for big data
402,279,graphical models
402,287,visualization
402,277,databases
402,274,convex optimization
405,5467,database design and management
405,7734,industrial data analytics
405,7382,high-performance computing for applications in engineering
405,6478,engineering applications of statistics
405,6454,elements of software engineering
533,2701,programming languages
533,2695,programming languages laboratory
533,2697,database application development
533,2698,investigating online crimes
533,2699,software engineering
533,4040,mobile application development
533,4052,operating systems
533,4053,computer networks.
533,4075,digital media forensics
533,8654,automata and formal language theory
533,4081,probability & statistics in computer science
533,8654,competitive programming techniques
533,4102,formal semantics of programming languages
533,4131,program verification
533,11931,compiler design
533,4146,database systems
533,4147,emerging database technologies
533,8658,database security
533,4157,software design and integration
533,4160,advanced web application development
533,4163,reflective and adaptive systems
533,4165,network security
533,4175,computer architecture
533,4178,distributed systems
533,8654,parallel computing
533,4179,cloud computing
533,4182,virtualization
533,4183,network programming
533,4190,computer security
533,4194,foundations in bioinformatics
533,4197,algorithms in bioinformatics
533,4198,mobile and wireless security
533,4200,cloud security
533,4202,modern cryptography
533,4204,digital currency
533,4206,biomedical modeling
533,4208,theory of computation
533,4217,malware analysis
533,11219,web security
533,4220,penetration testing and vulnerability assessment
533,4221,multiprocessor programming
533,4223,artificial intelligence
533,4225,natural language processing
533,4226,data mining
533,8654,deep learning
533,4227,machine learning
533,4228,introduction to the internet of things
533,4229,computer graphics
533,4230,shape design
533,4232,geometric modeling for computer graphics
533,4233,computer vision and convolutional neural networks
533,4236,data visualization
533,4238,structure from motion
533,4239,computer graphics research project
533,4241,matrix algorithms for data science
533,4243,simulation models
533,4244,open source security systems
533,4247,robot motion
533,4250,foundations of data science
533,4251,software-defined networking
533,2924,complex networks
533,4252,cyber risk management
533,4261,master's thesis research
533,11728,distributed database systems
533,11220,multimedia databases
533,4270,big data programming
533,4277,formal specification of software systems
533,4278,metrics and performance
533,4279,secure software development
533,4292,distributed computing research
533,4300,formal language theory
533,4301,advanced algorithms and applications
533,4302,computational geometry
533,4320,simulation models and animations
533,4330,selected topics in computer science
535,11931,essentials of computational science using python
535,4341,basic applied statistics
535,11931,foundations of data and decision algorithms
535,4342,database design principles and technologies
535,11931,architectures and methods for data mining
535,4344,data visualization
535,4345,big data tools
535,6573,management & marketing models for managerial decision making
535,1974,strategy and financial planning in global contexts
535,6906,data analytics and decision making
535,5469,project management
535,1757,"industry infrastructure, functional aspects and systems"
535,5387,capstone: data management in a new age
535,2273,project or professional practice internship
541,4540,computer information systems
541,4543,management information system
541,4547,issues in e-business
541,4550,systems management
541,12085,managing information technology
541,1670,advanced database concepts
541,4538,project management and visualization
541,4541,independent study
541,4544,data communications and networking
541,4545,advanced data communications and networking
541,4546,global information technologies
541,4547,"is strategy, policy, and governance"
541,4548,data management
541,4549,developing software solutions
541,4551,e-business systems
541,4552,advanced internet technologies
541,4553,web analytics
541,5316,"security, privacy and ethical issues in analytics"
541,4552,advanced security
541,4553,applied analytics project
541,8573,graduate research
541,8574,production operations management
541,12784,supply chain management
537,7011,statistical programming in r
537,7012,data science
537,2948,regression
537,11373,statistical machine learning
550,8069,fundamentals of computing i
550,12778,fundamentals of computing ii
550,12779,probability & statistics i
550,12781,calculus i
550,12784,databases
550,9016,data mining
550,1673,intermediate stat. methods for data science
550,1674,probability & statistics for data science
556,1675,introduction to data science
556,1676,introduction to programming
556,1677,statistics for data science
556,7143,data exploration and analysis
556,2766,data preparation
556,3502,data mining
556,3145,predictive analytics
556,3151,data presentation and visualization
556,3152,big data
556,3153,applied data science
555,3158,foundations of data science
555,3161,statistical modeling
555,3165,data exploration and visualization
555,3169,database systems
555,3170,case analysis capstone
555,3173,data analytics i
555,3175,data analytics ii
555,3176,machine learning i
555,3177,machine learning ii
555,3183,probability for data analytics
555,3185,statistical inference for data analytics
555,3187,data mining i
555,3192,data mining ii
561,3193,basic quant methods
561,3196,programming
561,3198,data and databases
561,11321,"sql, nosql, data cleaning, data architectures"
561,1591,data in business
561,6238,"data in business, legal and ethical considerations"
561,5523,topics in marketing analytics
561,11736,topics in operations and supply chain analytics
561,7744,topics in fe/ac analytics
561,1369,topics in hr analytics
562,1715,big data i
562,1367,big data ii
562,1329,information visualization
562,1672,machine learning and data analysis for business and finance
562,9797,applied econometrics with r
562,1350,marketing analytics
562,1704,business dynamics
562,6645,forecasting in economics and finance
562,5582,marketing research
562,6647,social media & analytics
562,13802,digital marketing
562,1045,operations management
562,1053,supply chain analytics
562,1054,applications of system dynamics
562,1057,internship in business analytics
562,1058,advanced econometrics i
562,1048,technolgical rivalry
562,1050,investments\corp fin or fin  investments
562,1051,corporate financial modeling
562,1055,portfolio financial modeling
562,1059,social impact investing
562,1052,computer simulation & risk analysis
562,1047,foundations of project management
409,12806,predictive analytics for managers
409,9489,business forecasting methods
409,3400,web mining and analytics
409,3401,marketing analytics
409,12808,database marketing
409,12809,business intelligence technologies & solutions
409,1683,r programming for business analytics
575,1267,introduction to probability and statistics
575,1274,programming in r and python
575,1277,business fundamentals for analytics professionals
575,1278,statistical foundations of business analytics
575,1279,modern data management
575,1268,data exploration and visualization
575,1269,machine learning for business applications
575,1271,optimization for prescriptive analytics
575,1272,business value through integrative analytics
575,1273,managing teams and organizations
575,1275,business communication for analytical decision making
575,1276,capstone
575,5830,mining unstructured data
575,5835,data analytics in finance
575,5838,operations and supply chain analytics
575,5842,analytical marketing
575,5846,exploring causality in depth
575,5851,people analytics
546,5858,statistical methods
546,5860,educational statistics and data processing
546,1980,decision support and analytics
546,11349,research methods in political science
546,5181,inferential statistics for psychology
546,12140,advanced social research
546,11350,regression analysis
546,3324,applied regression analysis for engineers
546,2994,advanced research methods in political science
546,1365,advanced descriptive statistics for psychology
546,11176,applied data analysis
546,13128,methods of multivariate analysis
546,13875,advanced multivariate analysis
546,13878,applied multivariate statistics
546,13992,experimental design
546,5224,design of industrial experiments
546,5225,experimental design in education
571,13766,foundations of business analytics
571,13762,statistics for data science
571,2647,foundations of marketing
571,2645,data and programming for analytics
571,2646,business intelligence for analytics
571,2653,management science for analytics
571,6133,web and social analytics
571,2655,capstone prep
571,6213,capstone project
571,6713,business analytics capstone prep
571,6714,business analytics capstone project
577,11401,advanced computer processing of statistical data
577,6918,statistical analysis
577,5189,data preparation
577,2831,data mining methodology i
577,11400,data mining methodology ii
578,8922,parallel and distributed database systems
578,13962,machine learning
578,2963,parallel and cloud computation
578,11400,network science
578,2968,data mining methodology i
578,11400,data mining methodology ii
578,1931,project in data analytics
578,1932,statistical analysis
578,1933,text mining i
578,1934,social media and network analysis
578,1935,computational analysis of social complexity
578,1936,interactive data visualization
578,1937,data preparation
578,1938,machine learning methods for biomedical data
579,1939,statistical computing
579,1940,data analysis methods
579,2965,data management
579,2979,data warehousing and business intelligence
579,3236,managing business intelligence projects
579,3292,database design
579,3410,data mining ii
579,5520,data visualization
579,6089,data mining i
579,6636,data mining for business intelligence
581,8600,machine learning
581,3318,data visualization
581,3322,big data analytics
581,6094,data mining
581,3323,capstone project
581,6096,capstone project i in data science
581,6093,capstone project ii in data science
581,3319,capstone internship in data science
581,832,database management systems
581,833,natural language processing
581,834,artificial intelligence
581,835,modeling and simulation
581,836,algorithms for big data
581,837,advanced data structures
581,838,combinatorial algorithms
581,839,graphical models
581,840,stochastic optimization
581,841,pattern matching
581,842,graph and social network analysis
581,849,statistical inference
581,850,social and cultural computing
581,843,computer vision and image processing
581,844,text mining
581,845,parallel scientific computing
581,846,massively parallel systems
581,847,quickest detection of abrupt changes
581,848,3d photography
581,12180,speech and audio understanding
581,12184,"vision, brain and assistive technologies"
581,12222,big spatial data
581,12194,big data management and analysis
581,12221,information retrieval
581,8861,data science fundamentals
581,5285,data analytics
581,12815,database management
581,12027,social network analysis
582,8301,introduction to data science
582,8298,applied statistics
582,1973,applied machine learning and data mining
582,1969,data engineering: infrastructure and applications
582,1972,big data and scalable computation
582,8300,visual analytics
582,2073,capstone project
582,2076,capstone thesis
582,2077,biomedical signal processing and signal modeling
582,2078,biomedical imaging
582,6531,organ transport and pharmacokinetics
582,7121,interfacial phenomena
582,12551,advanced materials engineering
582,12553,nanotechnology
582,6532,engineering hydrology
582,2346,advanced algorithms
582,2074,computer graphics
582,2995,database systems i
582,7119,database systems ii
582,9725,machine learning and data mining
582,13822,multimedia
582,2079,data reduction in physical sciences
582,2498,computer vision
582,7123,web-based geographical information system
582,2075,massively data parallel programming on gpus
582,4152,image processing
582,4477,introduction to robotics
582,4501,advanced mobile robotics
582,4506,computer-aided digital vlsi design
582,4507,biologically inspired computation for engineering problems
584,2969,management information systems
584,10813,analytics programming
584,4522,database management systems
584,4523,business intelligence
584,10816,data structures and big data computing
584,4524,marketing research
584,4472,digital marketing analytics
584,4479,foundations of analytics
584,4476,big data statistics i
584,4518,big data statistics ii
584,4513,experiential learning requirement
584,4492,applied business analytics
584,4491,msba internship
585,4508,mathematics of management
585,4519,introduction to probability
585,4517,introduction to healthcare systems
585,4520,healthcare leadership proseminar
585,4536,healthcare accounting and finance
585,4498,data analytics and business intelligence
585,4478,health informatics
585,4500,advanced application of healthcare data analytics
585,4487,statistical foundations of data analytics
585,4514,advanced statistics and data visualization
585,4521,data architecture
585,4509,hospital analytics
585,4512,payer analytics
585,4511,healthcare operations research
585,4515,healthcare crm
586,4516,"database modeling, design and implementation"
586,4510,probability and statistics for analytics
586,13800,data warehousing
586,5354,information visualization
586,137,data mining
586,102,applied machine learning
586,91,tabular data analytics
586,5151,modeling for insight
586,89,geospatial systems
586,107,computational/machine learning
586,84,artificial intelligence
586,165,human computer interaction
586,141,econometrics
586,81,digital signal processing
586,167,design of experiments and analysis of data
586,171,pattern recognition
586,148,stochastic processes for engineers
586,92,strategic project management
586,163,marketing research methods
586,8550,big data processing and cloud services
586,5996,big data architecture
589,5997,foundations of analytics
589,5998,database design and management
589,5999,technical communication
589,6000,cryptography and data security
589,6001,data analysis and visualization
589,6003,data mining
589,6005,statistical methods
589,2432,time series and forecasting
589,2431,ethical issues
589,2430,capstone
592,3054,artificial intelligence
592,3055,computational biology
592,3056,human-centered computing
592,3041,numerical & scientific computing
592,4527,software engineering
592,4530,database systems
592,4531,systems & networking
592,4555,theory of computing
594,4532,algorithms for data science
594,4534,probability and statistics
594,4533,machine learning for data science
594,4529,exploratory data analysis and visualization
597,4535,mathematical modeling of operational systems
597,6268,intro to game theory
597,6269,design of manufacturing systems
597,6266,principles of supply chain management
597,6270,optimization i
597,6267,optimization ii
597,10042,optimization modeling in finance
597,10044,mathematical modeling
597,10066,numerical analysis: linear & nonlinear problems
597,10068,computational optimization
597,10069,intro to financial engineering
597,10173,tools for financial engineering
597,12366,service system modeling and design
597,12373,engineering prob and stat ii
597,6642,intro to engineering stochastic processes i
597,10071,simulation modeling and analysis
597,10075,monte carlo simulation
597,9518,monte carlo methods in fe
597,8186,financial engineering with stochastic calculus i
597,8169,random signals in comm. and signal processing
597,7328,"evolutionary processes, algorithms, games"
597,5155,statistical data mining i
597,7289,learning with big messy data
597,1291,"information theory, probabilistic modeling, & deep"
597,12834,learning with scientific & financial applications
597,1375,applied time series analysis
597,5193,statistics for financial engineering
597,7509,machine learning for intelligent systems
597,10965,machine learning for data science
597,7331,bayesian estimation and stochastic optimization
597,7317,theory of statistics
597,5486,data mining and machine learning
597,11298,bayesian data analysis: principles and practice
597,5404,linear models with matrices
597,7934,industrial big data analytics& machine learning
597,5254,foundations of artificial intelligence
597,1696,computational genetics and genomics
597,13195,principles of large-scale machine learning systems
597,10304,introduction to database systems
597,7084,natural language processing
597,3493,quality systems and processes
597,1765,revenue management
597,7565,visual data analytics for the web
597,6221,marketing research
597,5619,data-driven marketing
597,5581,machine learning applications in business
597,10963,strategy and tactics of pricing
597,12939,spreadsheet-based modeling and data analysis
597,12958,big data technologies
597,8998,python programming and its applications in statistics
597,2270,multivariate analysis
597,2260,categorical data
597,4388,applied design
597,4389,intro to survival analysis
597,7201,statistical computing
597,4391,big data management and analysis
598,4392,big data management in a supercomputing environment
598,4393,analysis techniques for large-scale data-spatial statistical techniques
598,4394,forecasting for managers and researchers
598,4395,research project in large-scale data
598,9722,seminar in big data - current topics
598,4396,machine learning and data mining
599,2015,advanced programming techniques
599,2019,fundamentals of computational mathematics
599,2020,statistics and probability for data analytics
599,2021,data acquisition and management
599,2022,knowledge and visual analytics
599,4451,business analytics and data mining
599,4458,analytics master’s research project
602,1764,data analysis & visualization
602,3478,data visualization and exploratory statistics
602,7573,data wrangling
602,10655,applied machine learning
602,11365,methods of statistical learning for big data
602,12049,mathematics and probability for statistics and data mining
602,5488,biostatistics
602,13179,foundations of biostatistics i
602,13400,foundations of biostatistics ii: regression
602,4895,epidemiology
602,12771,epidemiology i
602,3533,capstone
602,12772,health data science capstone
603,421,essentials of business analytics
603,422,data mining
603,429,data visualization and communication
603,430,introduction to r programming
604,433,essentials of business analytics
604,434,data mining
604,435,data visualization and communication
604,411,introduction to r programming
604,412,advanced data mining
604,460,principles of data warehousing
604,423,essentials of cloud computing or  data analytics internship
604,424,statistical analysis for data analytics
604,429,predictive modeling
604,430,data analytics capstone
609,431,introduction to database management systems
609,436,parallel and distributed computing
609,437,data mining
609,439,machine learning
609,440,introduction to probability and statistics for data science
609,441,advanced probability and statistics for data science
609,442,data science project
609,403,capstone project in data science
609,424,algorithms for data science
610,425,statistics and data analysis
610,426,tools and techniques for computational analysis
610,427,introduction to programming
610,8699,database processing for large-scale analytics
610,438,data analysis and regression
610,443,advanced data analysis
610,359,python programming
610,360,fundamentals of data science
610,404,data visualization
610,450,social network analysis
610,456,web data mining
610,457,programming machine learning applications
610,458,mining big data
610,461,advanced machine learning
610,354,monte carlo algorithms
610,355,intelligent information retrieval
610,356,neural networks and deep learning
611,357,data acquisition and pre-processing
611,358,data analysis and interpretation
611,406,data science capstone i
611,407,data science capstone ii
613,420,data to decision
613,428,modeling and representation of data
613,432,introduction to text analysis
613,449,data science dialogues
613,452,principles of machine learning
613,453,data mangement systems
613,454,"data logic, visualization, and storytelling"
613,455,data science ethics
613,2026,capstone
615,5092,big data hadoop and spark developer
615,5094,data science with python
615,5095,tableau desktop
615,5105,machine learning
625,5121,algorithms
625,5140,machine learning
625,11522,systems programming
625,11523,database systems
626,6552,math bootcamp
626,11519,business bootcamp
626,11524,technology bootcamp
626,5445,business statistics
626,5450,managing big data
626,5452,machine learning ii
626,5444,capstone/experiential learning
626,5446,intro to business analytics
626,5449,data visualization
626,5451,social network analytics
626,5453,decision analytics & optimization
626,5454,machine learning i
629,5455,business analytics
629,5456,python for business analytics
629,5457,databases for business analytics
629,5458,business intelligence
629,3357,data mining
629,3359,capstone: business analytics applications
629,3360,business forecasting and predictive analytics
630,3361,computer engineering
630,3362,advanced mathematics for computer scientists
630,3363,the practice of computer programming
630,3364,theory of computation
630,3365,operating systems and networking
630,3366,object oriented analysis and design
630,3367,design and analysis of algorithms
630,8545,introduction to data science
630,4448,"data exploration, analytics, and visualization"
630,4447,data mining and predictive analytics
630,5825,machine learning for data science
631,5821,data mining and predictive analytics
631,5822,database management systems
631,5823,introduction to business analytics and big data
631,5824,advanced business analytics
631,5826,social media and web analytics
631,5828,data analysis for managers
632,5829,management and processing of big data
632,5827,numerical methods for data analytics
632,4457,software engineering for data analytics
633,5845,introduction to data science
633,4452,principles of data mining
633,4459,data analysis i
633,4460,data analysis ii
634,5914,data analytics and mining for business
634,5921,data management in business analytics
634,5934,foundational concepts for business analytics
634,5935,"forecasting, revenue management & pricing"
634,14024,business analytics capstone
634,13113,programming for analytics
634,2509,probabilistic optimization for analytics
634,14020,quantitative methods in business analytics i
636,5385,mathematics for data analytics
636,10301,data analytic tools and scripting
636,8206,machine learning
636,5339,algorithms for data analytics
636,14023,information fusion
636,11272,big data programming
636,5249,data mining
637,5230,computing for scientists
637,5349,data ethics in an information society
637,5339,modeling and simulation i
637,14036,scientific information and data visualization
637,13121,scientific data and databases
637,14033,scientific data mining
637,2944,introduction to computational social science
637,5339,introduction to agent-based modeling and simulation
637,14035,introduction to scientific programming
637,2944,topics in computational and data sciences
637,5339,introduction to social network analysis
637,12930,machine learning applications in science
637,12931,modeling and simulation ii
637,12933,computational science tools
637,4080,analytic geometry and calculus i
637,4100,analytic geometry and calculus ii
637,4101,discrete mathematics i
637,11215,linear algebra
637,1302,numerical analysis i
637,11364,introductory statistics i
637,8731,introductory statistics ii
637,5492,probability and statistics for engineers and scientists i
637,13109,probability for engineers
637,8430,numerical analysis ii
637,11158,computational data science
637,8431,molecular dynamics and monte carlo simulations
637,8433,electronic structure computations
637,12126,directed study and research
637,8434,internship
637,8439,capstone in data science
637,1822,synthesis/capstone
635,11512,statistics in applications i
635,4465,statistics in applications ii
635,4466,data management and analysis with sas
635,4467,advanced data management and analysis with sas
635,4469,computational methods in statistics i
635,4470,time series and forecasting methods
635,4475,applied machine learning
635,4496,supervised research: professional skills seminar
635,4468,introduction to statistical consulting
638,4493,computational science tools
638,4494,introduction to scientific programming
638,4495,scientific information and data visualization
638,5270,introduction to scientific data and databases
638,8126,scientific databases
638,1299,principles of knowledge mining
638,12029,social network analysis
639,11865,big data to information
639,4814,principles of data management and mining
639,4815,analytics and decision analysis
639,2937,applied statistics and visualization for analytics
641,2939,stochastic foundations: probability models
641,12206,statistics for analytics i
641,12207,statistics for analytics ii
641,8363,decision and risk analytics
641,8366,optimization methods and applications
641,8367,practicum
641,8368,data mining
641,8369,time series forecasting for analytics
642,8370,introduction to data science
642,11536,data warehousing
642,11537,introduction to data mining
643,12890,accelerated statistics for public policy i
643,12891,accelerated statistics for public policy ii
643,5232,foundations of public policy
643,1314,intermediate microeconomics i
643,3489,comparative policy process
643,13712,civic data science
643,1696,data visualization
643,13127,data science i: foundations
643,8202,data science ii: applied statistical learning
643,3221,data science iii: advanced modeling techniques
643,3222,massive data fundamentals
643,3224,ethics and law
643,3225,data ethics
643,3226,communication
643,3227,data communication
644,3228,foundations of data analytics and data science
644,3002,software engineering for data
644,3003,data sources & storage
644,3009,data ingestion & wrangling
644,3017,data analysis i: statistics
644,3018,data analysis ii: machine learning
644,3019,visual analytics
644,3007,applied data science
645,3008,introduction for computing for data analytics
645,3012,introduction to analytics modeling
645,3015,business fundamentals for analytics
645,3016,data and visual analytics
645,3023,data analytics in business
646,3025,big data analytics in business
646,3028,data and visual analytics
648,4842,foundations of business analytics
648,4845,performance management & metrics
648,9126,database theory & data management tools
648,9127,business intelligence & decision support
648,9138,advanced statistical analysis with r & python
649,9160,applied business probability and statistics
649,9283,applied analytics for business
649,12271,introduction to databases
649,12310,intermediate database applications
649,12305,performing analytics using a statistical language
649,3024,descriptive and predictive analytics
649,10873,prescriptive analytics and advanced topics
649,3026,applied capstone project
652,3029,basics of statistical inference
652,3030,introduction to data science
652,3031,data science ii
652,3032,computing for big data
652,14014,applied machine learning
652,10890,introduction to epidemiology: methods i
652,11576,introduction to data structures and algorithms
652,7926,genomic data manipulation
652,7117,computational statistics for biomedical science
652,8762,privacy and technology
652,10585,software engineering computer science
652,12024,data systems
652,13975,visualization
652,14015,computational linguistics
652,14011,introduction to stochastic processes
652,13168,health data science practice
652,4843,applied regression analysis
652,4846,applied survival analysis
652,3034,applied longitudinal analysis
652,3035,applied bayesian analysis
652,13792,introduction to social and biological networks
652,11810,reproducible data science
652,11270,introduction to computational biology and bioinformatics
652,12032,cancer genome analysis
652,13794,elements of epidemiologic research: methods
652,1400,study design in epidemiologic research
652,4044,analysis of case-control and cohort studies
652,10836,propensity score analysis
652,12428,data mining and prediction
652,5649,advanced regression for environmental epidemiology
652,5648,introduction to biomedical informatics
652,5652,foundation of biomedical informatics ii
652,5650,precision medicine i: genomic medicine
652,5651,data visualization for biomedical applications
652,5653,m. clinical informatics
653,5655,data science i
653,5654,data science ii
653,5495,systems development for computational science
653,5496,critical thinking in data science
658,5497,statistical learning and data mining
658,11126,linear models and design of experiments
658,11127,probability models and statistical computing
658,6923,applied statistics and multivariate analysis
658,11123,deep learning and artificial neural networks
658,11124,programming foundation for data analytics
658,3238,information visualization
658,11128,big data analytics
658,11129,biomed data analysis and computing
658,11130,genome data analysis
658,11131,selected topics in math
658,11132,masters tutorial
661,6593,statistical learning and predictive modeling
661,11133,data management for big data
661,3336,data science
661,11134,experimental design
661,6905,multivariate analysis
661,12051,computer intensive statistics
661,5376,computational science for biologists
661,5226,applied bioinformatics
661,5144,evolutionary computation
661,5145,machine learning
661,13929,computational biology: sequence analysis
661,1681,marketing analytics
661,8100,systems and simulation
661,8106,quality management
664,2811,advanced database management
664,5191,revenue management
664,5176,analytics strategy and practice
664,9945,analytics for big data
664,4832,social media and network analysis
664,10369,data mining for business
664,10370,statistical models & methods for business
664,10371,advanced predictive models
665,10373,applied machine learning
665,13167,computational photography
665,10129,text information systems
665,10130,database systems
665,10131,introduction to data mining
665,10132,data visualization
665,10134,cloud computing
665,10135,cloud computing concepts
665,13368,cloud computing applications
665,2537,cloud networking
665,2542,theory and practice of data cleaning
665,2543,foundations of data curation
665,2544,practical statistical learning
665,2545,advanced bayesian modeling
665,6539,cloud computing capstone
665,2541,data mining capstone
665,2548,interactive computer graphics
665,2464,programming languages and compilers
665,3878,software engineering i
665,3899,numerical analysis
665,3900,parallel computing
665,3903,internet of things
665,3906,methods of applied statistics
665,7266,distributed systems
665,2549,intro to data mining
665,7618,advanced bayesian modelling
665,9747,theory & practice of data cleaning
